診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
225,気管支拡張剤,620004226,ツロブテロールテープ０．５ｍｇ「サワイ」,枚,2259707S1071,22.3,1,2689051.1,1442983.6,16297,-,-,-,-,-,-,-,-,-,-,-,-,-,1584,-,1649,-,-,-,1186496.5,16525,-,-,-,-,-,-,-,-,-,-,-,-,1153,1664,3170,3251,3390,2799,-
225,気管支拡張剤,620009062,ベネトリン吸入液０．５％,ｍＬ,2254700G2034,22.6,0,2415906.362,497950.93,233434.07,78047.7,27032.61,21163.8,18736.06,21462.7,15411.3,14674.8,18637.1,12203.1,19787.2,17138.75,42453.25,59030.972,61645.6,65433.4,52978.4,23756.85,6188.6,1469,347429.45,176775.41,55435.18,19927.9,16308.9,15636.82,20122.3,17354.4,18217.69,20431.98,22406.6,24516.64,23212.4,39651.9,47726.1,59320.5,61989.6,60428.8,39867.3,14320.9,6189.4
225,気管支拡張剤,620004233,ツロブテロールテープ２「ＥＭＥＣ」　２ｍｇ,枚,2259707S3040,40.7,1,2236756,-,20862,59484,16649,11636,14455,20424,25775,26121,29354,27657,25063,36707,60737,82952,119871,141794,127512,68828,17567,3917,-,16474.5,48873.5,19502,21053,25285,34008,40115,46316,46172,38697,45270,49596,71057,75661,109145,162932,191602,167948,75639,13940
225,気管支拡張剤,620004232,ツロブテロールテープ１ｍｇ「日医工」,枚,2259707S2086,31.4,1,2225587.2,427689.5,501364.7,22186,1128,-,-,-,1929,-,1432,1644,1429,2536,5331,10758,18841,25912,26717,19603,5689,-,367691.5,440994,17438,2658,2661,3725,4604,4807,6325.5,4996,4907,5228,7560,12710,15815,26332,45620,66361,61030,35676,10294
225,気管支拡張剤,621761701,ツロブテロールテープ１ｍｇ「トーワ」,枚,2259707S2205,31.4,1,1996648,431595,489880,25221,1728,-,1794,1427,1683,1874,1945,1675,1661,1409,1935,2287,5894,8756,10044,6060,-,-,389629,438105,21062,4185,3346,3006,3930,4726,6018,4882,3632,4049,4478,4833,8354,8737,16313,24132,26934,14177,3171
225,気管支拡張剤,622148701,ツロブテロールテープ２ｍｇ「ファイザー」,枚,2259707S3171,32.1,1,1719735.5,-,10947,38905,12482,9858,11258,15766,18578,22511,21405,22539,20206,24863,45993,75890,91294,113526,95862,51068,16928,2524,-,8778,29760,14540,16773,21126,27264,31453,33314.5,36014,30892,34519,40450,58895,60749,85488,122704,143650,128734,61684,10520
225,気管支拡張剤,620006374,アレベール吸入用溶解液０．１２５％,ｍＬ,2259801X1037,5.2,0,1477459.503,146427.492,81048.625,25073.796,11960,5700,4765.398,12815.5,12000,5566,14212,15035,10414.5,17474,47913.5,70285.48,95396.5,106797.98,66086.5,35545.365,15585,2608,103429.996,54486.35,13255.6,11520.5,11587,6276,12394,10303,9675.625,13066.4,17131,14025.3,26449.796,42448.5,61882.1,72031.5,54333.1,71550.6,51337.5,15099,2466
225,気管支拡張剤,660462004,セレベント５０ロタディスク　５０μｇ,ブリスター,2259708G2029,48.9,0,1419038,-,16684,30704,11761,5762,7930,11116,17654,23656,40444,31654,37470,45366,54070,75300,87138,83155,53627,17028,3202,1456,-,15508,21940,11050,8394,13482,24794,28956,43846,55912,42525,48145,57063,77642,80821,95132,75585,42448,18610,1892,-
225,気管支拡張剤,621984201,スピリーバ２．５μｇレスピマット６０吸入　１５０μｇ,キット,2259709G2023,6481.2,0,1385477,-,-,-,1022,1153,2050,3206,5125,9155,14781,21387,33294,57895,126495,185359,214849,165080,97688,32206,4161,-,-,-,-,1247,2119,4206,6935,11642,16154,21070,21548,22339,26805,44136,56256,64297,54612,36880,15823,3554,-
225,気管支拡張剤,621761601,ツロブテロールテープ０．５ｍｇ「トーワ」,枚,2259707S1209,22.3,1,1355514.5,742485,5149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,599184.5,5083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,621903202,メプチンエアー１０μｇ吸入１００回　０．０１４３％５ｍＬ,キット,2259704G9033,844.5,0,1297577.76,1817,5441,11547.76,12431,12229,20345,37071,54578,70617,77057,71267,57719,52310,61047,64778,58994,45833,27150,7316,-,-,1277,3639,7714,10866,12473,18769,28996,39312,53650,63300,53534,42749,36962,40007,38151,37733,30152,18930,6966,1595,-
225,気管支拡張剤,660453020,ステリ・ネブ　クロモリン吸入液１％　２ｍＬ,管,2259701G1047,34.3,1,1269047,430228,200997,48870,8519,5522,5557,4423,-,4580,2486,1229,-,1172,2167,1212,3846,2429,2211,-,-,-,304714,142511,32133,7192,7898,5124,4547,4412,5227,2899,3954,2003,2116,3183,2126,-,4354,5169,1160,-,-
225,気管支拡張剤,620004227,ツロブテロールテープ０．５ｍｇ「日医工」,枚,2259707S1080,22.3,1,1204687,643887.5,3913,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,538305.5,4820,-,-,-,-,-,-,-,-,-,-,-,-,-,1578,1426,1223,1359,-,-
225,気管支拡張剤,660444049,リノジェット吸入液　１％２ｍＬ,管,2259701G1039,34.3,1,1045873,311912,145869,46842,11550,4740,3295,4630,4817,3858,3879,2670,2399,3934,5698,11226,11012,9792,6196,2972,1170,-,211990,104206,27533,7294,3445,5871,6449,4233,5398,4702,7327,2148,2602,7308,11954,6429,7462,12934,2583,4369,-
225,気管支拡張剤,621951901,ツロブテロールテープ１ｍｇ「ＮＰ」,枚,2259707S2159,21.9,1,984908.5,192629,217051,9728.5,-,-,-,-,-,1286,-,-,-,2553,2728,5476,6902,9296,12739,9131,2594,-,166019,188365.5,9459.5,2264,1675,2028,2475,1956,3065,2361,3325,2292,4405,5622,7782,12728,17431,31008,24244,15556,2403
225,気管支拡張剤,620004228,ツロブテロールテープ１「ＥＭＥＣ」　１ｍｇ,枚,2259707S2043,31.4,1,930135,191946,205549,8304,1005,-,-,-,-,-,-,-,1604,-,1422,3546,6338,8175,10053,6548,1653,-,165943,179947,7659,1391,1523,1576,1969,2336,2233,2777,2718,1567,2699,4990,7025,12704,17374,21034,26345,11819,4071
225,気管支拡張剤,620005752,ツロブテロールテープ２「オーハラ」　２ｍｇ,枚,2259707S3120,40.7,1,921689,-,5120,18227,5492,3378,4521,6303,6624,8979,10412,7258,10821,13322,24500,37142,46558,56510,54782,33928,9384,2144,-,4125,15041,5909,6375,8463,10334,12426,14069,14446,12616,14850,16437,22320,32420,45374,69591,94710,97109,49387,10201
225,気管支拡張剤,621762701,ツロブテロールテープ１ｍｇ「ＹＰ」,枚,2259707S2183,31.4,1,825536.5,137380,177422.5,11596,1061,-,1191,1312,-,-,-,-,-,2746,4238,3993,7206,13118,8870,6857,3584,-,118355,154681,8706,1301,1602,2408,2169,2841,2399,2337,3068,3870,5194,6712,8671,10644,23974,28417,37358,11427,3430
225,気管支拡張剤,621763001,ツロブテロールテープ１ｍｇ「タカタ」,枚,2259707S2191,31.4,1,798955,172163,200366,12205,-,-,-,-,-,-,-,-,-,-,1102,1525,3375,2982,2335,2640,-,-,152912,184850,10996,-,-,-,-,1033,-,-,-,-,1160,2442,2266,2201,5758,8370,11419,6421,1205
225,気管支拡張剤,621763101,ツロブテロールテープ２ｍｇ「タカタ」,枚,2259707S3198,40.7,1,788776,-,15345,42183,8696,5065,6701,9084,9490,10521,10708,8162,10427,11959,20484,24572,33183,39451,33298,25324,7264,1464,-,11943,32818,10279,10049,11895,18105,20813,19569,16705,17097,15788,15602,21386,22765,28538,44881,57843,52080,20796,6329
225,気管支拡張剤,620004223,ツロブテロールテープ０．５「ＥＭＥＣ」　０．５ｍｇ,枚,2259707S1047,22.3,1,598247,314471,5073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,265149,4635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1952,1491,-,-
225,気管支拡張剤,621951801,ツロブテロールテープ０．５ｍｇ「ＮＰ」,枚,2259707S1152,16.4,1,583377.5,316708,2995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,255587.5,2360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620004235,ツロブテロールテープ２ｍｇ「ＱＱ」,枚,2259707S3066,40.7,1,556440,-,5626,15387,4602,3169,3651,5389,6651,7782,8929,6229,8126,9104,15000,18457,27322,27371,24555,20617,6818,-,-,5096,14771,5415,6613,7880,9550,11752,11151,13174,10584,10247,10198,18621,17818,24990,37967,49872,38845,22494,4088
225,気管支拡張剤,621762901,ツロブテロールテープ０．５ｍｇ「タカタ」,枚,2259707S1195,22.3,1,556434,295962,3766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,250409,2967,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,660463036,メプチン吸入液ユニット０．５ｍＬ　０．０１％,個,2259704G6026,21.2,0,555908,9120,15185,24280,11423,7272,3422,5824,4267,7022,5419,8298,3939,10570,16882,16779,30161,30382,22718,10296,1724,-,5182,11491,14721,8376,6785,11042,11823,12092,14699,15910,12617,15208,12596,23307,22608,25755,32131,25161,19564,7782,2075
225,気管支拡張剤,620008998,サルタノールインヘラー１００μｇ　０．１６％１３．５ｍＬ,瓶,2254700G4037,842,0,550637.7597,-,2467,4125,3875,4452,7743,15285,23812.99996,34230,39424,34794,28147,23493,24364,22869,22024,16313.99999,8043,2287,-,-,-,1548,2796,3570,4837,7736,12882.99998,17500,25029,30022,23345.75981,19039,16270,17212,15219,14038.99992,11014,6358,2211,-,-
225,気管支拡張剤,660462003,セレベント２５ロタディスク　２５μｇ,ブリスター,2259708G1022,35.5,0,549720,4730,124774,58022,2412,1524,-,-,-,3136,3700,-,2304,2028,4256,8532,10372,6972,3598,-,2636,-,4452,96244,50886,4948,-,2056,3924,6478,10048,11108,12665,11096,15966,13699,15620,17328,14352,11278,2636,1256,-
225,気管支拡張剤,622450201,スピオルトレスピマット６０吸入,キット,2259807G2022,7960.3,0,512883,-,-,-,-,-,-,-,-,1029,2346,5170,11464,23943,58667,89998,101949,75560,42447,11516,1331,-,-,-,-,-,-,-,-,-,-,1477,1692,2942,5102,10275,15985,18260,14857,9516,3765,-,-
225,気管支拡張剤,620004835,メプチン吸入液０．０１％,ｍＬ,2259704G1032,29.7,0,501973.48,107159.82,45331.61,12810.65,4421.3,2748.8,2681.1,1982.8,1340,1334.3,2473.5,1914,3380,6598.3,9557.8,12002.9,15511.8,20969.1,12911.8,4584,2596.4,-,74748.31,31082.2,8362.4,1805.4,2773.6,3404.8,1787,4642.7,4016.9,3801,5181.4,4377,8218.05,10982.5,9408.3,14486.6,16404.4,11807.64,8217.7,2871.6,-
225,気管支拡張剤,620005754,ツロブテロールテープ２ｍｇ「テイコク」,枚,2259707S3139,40.7,1,491861.5,-,3606,11768,2887,2371,3615,4881,4655,5195,6813,7733,7464,7146,14145,20962,34410,36718,35232,15721,3559,-,-,3254,9286,4091,4469,6328,7231,8435,8325,10077,10564,7006,10323,17029,17838,24655,32194,35576.5,29599,13448,2394
225,気管支拡張剤,622148601,ツロブテロールテープ１ｍｇ「ファイザー」,枚,2259707S2175,21.9,1,483192.5,88964,107238,5647,-,-,-,-,-,-,-,-,-,-,-,2347,3590,5381,8514,5119,1627,-,79015,96767,4780,1029,-,-,-,1296,1122,1093,1020,-,1141,1738,3440,5603,11471,13644.5,14836,6634,2098
225,気管支拡張剤,621762601,ツロブテロールテープ０．５ｍｇ「ＹＰ」,枚,2259707S1187,22.3,1,429628.5,229404.5,2070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192352,1776,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1132,-,-,-
225,気管支拡張剤,622426401,アノーロエリプタ３０吸入用,キット,2259806G2028,7924.7,0,345375,-,-,-,-,-,-,-,-,-,1737,3589,7387,15606,38484,58299,67840,52671,30232,8863,-,-,-,-,-,-,-,-,-,-,-,-,1163,1830,3249,6775,10719,13451,10456,6757,2250,-,-
225,気管支拡張剤,622148501,ツロブテロールテープ０．５ｍｇ「ファイザー」,枚,2259707S1179,16.4,1,255194,138456,1010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111888,1218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620004230,ツロブテロールテープ１ｍｇ「ＱＱ」,枚,2259707S2060,31.4,1,252281,52680,53344,2354,-,-,-,-,-,-,-,-,-,-,-,-,-,2492,3442,2656,-,-,48252,50112,2692,-,-,-,-,1250,-,-,-,-,-,1192,1139,2242,2560,8777,5915,2129,-
225,気管支拡張剤,660462002,キュバール１００エアゾール　１５ｍｇ８．７ｇ,瓶,2259703Y1025,2858,0,246930,1836,3486,2404,1305,1210,1414,2351,3396,4583,6025,5843,6707,7775,10766,12526,12685,11765,7379,2726,-,-,1214,2437,1502,1557,2465,3225,4545,5159,6749,8000,8653,8677,9346,13237,14465,15692,15076,10549,5830,1665,-
225,気管支拡張剤,620005751,ツロブテロールテープ１ｍｇ「テイコク」,枚,2259707S2132,31.4,1,236795,45735,49251,1646,-,-,-,-,-,-,-,-,-,-,1093,2037,4630,4134,3941,1559,-,-,40887,43162,1699,-,-,-,-,-,-,-,-,1293,1428,1669,2391,3549,6323,6810,4679,1841,-
225,気管支拡張剤,620005753,ツロブテロールテープ２ｍｇ「ＭＥＤ」,枚,2259707S3112,40.7,1,198066,-,1143,4326,1048,1013,-,1564,1724,1772,1968,1776,2591,3169,4988,4685,7383,10525,12285,8820,1852,-,-,-,3008,-,1189,1698,1828,2883,2778,2953,2285,2917,4346,4952,6594,8558,12669,22069,22966,14641,3935
225,気管支拡張剤,620005749,ツロブテロールテープ１「オーハラ」　１ｍｇ,枚,2259707S2124,31.4,1,188552,25710,35986.5,1284,-,-,-,1412,-,-,2175,-,1071,-,1593,1691,1667,2658,3292,2573,1014,-,23384.5,32380,1122,-,-,-,2877,2141,-,2421,1019,2331,1642,1497,3001,3377,3911,7301,7704,4549,1510
225,気管支拡張剤,620005748,ツロブテロールテープ０．５ｍｇ「テイコク」,枚,2259707S1136,22.3,1,162404,88008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620001944,セレベント５０ディスカス　５０μｇ６０ブリスター,キット,2259708G3025,3052.6,0,130059,-,-,-,-,-,-,-,1061,1555,2395,2466,3146,3614,6902,11133,13646,12744,8312,2934,-,-,-,-,-,-,-,-,-,1672,2580,3205,3905,3704,4558,6559,7391,7984,7264,4299,1650,-,-
225,気管支拡張剤,620004225,ツロブテロールテープ０．５ｍｇ「ＱＱ」,枚,2259707S1063,22.3,1,125185,65073,3021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52103,3174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,622450101,スピオルトレスピマット２８吸入,キット,2259807G1026,3971.9,0,99788,-,-,-,-,-,-,-,-,-,-,1003,1659,3684,8630,14259,17440,16235,10151,3455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,3239,4407,3758,3047,1298,-,-
225,気管支拡張剤,622308301,メプチンスイングヘラー１０μｇ吸入１００回　１ｍｇ,キット,2259704Y1020,906,0,93481,-,3041,4269,1688,1041,1214,2050,3034,3639,3759,3224,2760,2796,3429,4060,3927,3040,1925,-,-,-,-,2050,2897,1550,1250,1824,2456,3240,4238,4031,3308,2710,2569,3083,2795,2375,1902,1110,-,-,-
225,気管支拡張剤,622415901,エンクラッセ６２．５μｇエリプタ３０吸入用,キット,2259714G2024,5877.7,0,92008,-,-,-,-,-,-,-,-,-,1002,1596,2637,4454,9764,13603,14648,10691,6360,1728,-,-,-,-,-,-,-,-,-,-,-,-,-,1002,1671,2934,4026,4656,3842,2248,-,-,-
225,気管支拡張剤,660462001,キュバール５０エアゾール　７ｍｇ８．７ｇ,瓶,2259703G9020,2177.3,0,80676,10562,15740,5407,-,-,-,-,-,-,-,-,-,-,-,-,1076,-,-,-,-,-,7665,10899,3659,-,-,-,-,1078,1037,1202,1093,1280,-,1141,1271,1396,1049,-,-,-,-
225,気管支拡張剤,621903102,メプチンキッドエアー５μｇ吸入１００回　０．０１４３％２．５ｍＬ,キット,2259704G8037,676.2,0,71618,5867,14622,12609,1075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4216,9878,8083,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620005750,ツロブテロールテープ１ｍｇ「ＭＥＤ」,枚,2259707S2116,31.4,1,71506,16657,17767,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13812,15778,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1265,-,-,-
225,気管支拡張剤,660433071,ベロテックエロゾル１００　２０ｍｇ１０ｍＬ,瓶,2252704G2020,628.6,0,71035,-,-,-,-,-,-,1137,2931,6637,8565,7048,5325,4834,4015,2945,2236,1741,-,-,-,-,-,-,-,-,-,-,-,1277,2449,3733,3309,2122,2286,1862,1308,1138,-,-,-,-,-
225,気管支拡張剤,620005746,ツロブテロールテープ０．５「オーハラ」　０．５ｍｇ,枚,2259707S1128,16.4,1,57977,30998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620005747,ツロブテロールテープ０．５ｍｇ「ＭＥＤ」,枚,2259707S1110,22.3,1,54011,29933,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,622363901,アノーロエリプタ７吸入用,キット,2259806G1021,1899.6,0,44537,-,-,-,-,-,-,-,-,-,-,-,-,1147,3267,5757,7730,7225,4410,1853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1148,1263,2319,2044,1436,-,-,-
225,気管支拡張剤,622414801,エクリラ４００μｇジェヌエア６０吸入用,キット,2259713G2020,5963.5,0,39794,-,-,-,-,-,-,-,-,-,-,-,1073,1762,4293,6524,7410,5389,2673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1130,1490,1638,1362,-,-,-,-
225,気管支拡張剤,622277401,オーキシス９μｇタービュヘイラー６０吸入　５４０μｇ（９μｇ）,キット,2259711G2020,3419.6,0,33021,-,-,-,-,-,-,-,-,-,-,-,-,1035,2806,5000,6527,5338,2812,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1192,1342,1075,-,-,-,-
225,気管支拡張剤,620009204,インタールエアロゾル１ｍｇ　２％１０ｍＬ,瓶,2259701R2036,2378.2,0,25505.76,-,2536,1865.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1785,1334,-,-,-,-,-,-,1005,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,622180901,オーキシス９μｇタービュヘイラー２８吸入　２５２μｇ（９μｇ）,キット,2259711G1024,1628.2,0,18127,-,-,-,-,-,-,-,-,-,-,-,-,-,1356,2336,3436,2556,1785,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,660463003,アトロベントエロゾル２０μｇ　４．２０ｍｇ１０ｍＬ,瓶,2259702G2021,818.7,0,16208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1327,1883,1601,1152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,622414701,エクリラ４００μｇジェヌエア３０吸入用,キット,2259713G1023,3015.8,0,15082,-,-,-,-,-,-,-,-,-,-,-,-,-,1493,1940,2508,1968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620006367,アニスーマ坐剤,個,2259800J1030,20.3,0,12012,5722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,622507801,スピリーバ１．２５μｇレスピマット６０吸入　７５μｇ,キット,2259709G3020,3486.7,0,11794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620008256,ツロブテロールテープ２ｍｇ「ＳＮ」,枚,2259707S3147,40.7,1,11376,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1308,-,-
225,気管支拡張剤,622415801,エンクラッセ６２．５μｇエリプタ７吸入用,キット,2259714G1028,1409.2,0,9106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1179,1001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,662220006,アスプール液（０．５％）,ｍＬ,2252700G1025,17.1,0,4410.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1105,-,-,-,-,-,-
225,気管支拡張剤,620008255,ツロブテロールテープ１ｍｇ「ＳＮ」,枚,2259707S2140,31.4,1,2252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620007594,イノリン吸入液０．５％,ｍＬ,2259700G1034,29.2,0,2062,-,-,-,-,-,-,-,-,1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
225,気管支拡張剤,620008254,ツロブテロールテープ０．５ｍｇ「ＳＮ」,枚,2259707S1144,22.3,1,1662,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
226,含嗽剤,660463002,アズノールうがい液４％,ｍＬ,2260700F1021,40.2,1,46223879.92,93272.15,556553.65,745373.65,598229.3,599881.295,739759.3,937684.65,1019408.065,1052423.215,979478.325,855787.29,874391.72,961857.86,1340930.133,1524928.46,1673313.02,1278445.395,665938.975,193498.5,25405,2460,98198.15,590179.3,794957.57,725198.75,1052328.399,1314370.95,1697619.96,1793496.1,1755586.125,1637244.31,1579396.895,1721270.214,1873403.86,2462723.678,2698653.465,3043223.208,2495289.025,1520749.39,534569.615,106516,9885
226,含嗽剤,620008969,イソジンガーグル液７％,ｍＬ,2260701F1271,3.1,0,29114288.53,39311.1,211382,338035,340522,357305,414911,491007.713,569165,627154,693190,718999,800722,861273,1089731,1302811,1507350,1245414,778290.5,280650,38190,4110,36374.1,199461,309418,329880.9,453395,494850.713,612145,684061,764134.5,854622,872778,1037409,1039149,1326015.5,1552221,1912872.5,1914540.5,1338497,534859,121881,16200.5
226,含嗽剤,620414401,ポビドンヨードガーグル液７％「明治」,ｍＬ,2260701F1409,2.2,1,26307013.79,42661.7,258545,418830,452932,472054,556053,659566,678763,735447,721436,673347,714715,726030,931321,1059747,1181868.59,937765,542150.5,189380,19810,1410,40530.2,249385,392326,444991,608370,664016,774985,779211,785213,781735,792692,867460,863865.2,1110945.4,1200780,1418633.2,1270107,859351,354251,66105,8230
226,含嗽剤,620003851,含嗽用ハチアズレ顆粒　０．１％,ｇ,2260702F1055,6,0,21469180.43,12072.71,53446.77,88520.93,90580.35,104784.14,145102.67,160249.98,215736.38,240492.21,265218.21,289791.71,339958.36,489399.73,855647.1,1049473.14,1194518.8,922417.65,517334.67,163859,21528,2756,10066.13,53573.74,87719.71,105209.09,172043.1,229183.41,296477.58,353970.01,448657.74,547749.04,618197.34,759336.15,947580.52,1509308.77,1834781.71,2307424.98,2042198.78,1297229.22,501839,107393.9,16352
226,含嗽剤,620006470,ネオヨジンガーグル７％,ｍＬ,2260701F1212,2.2,1,12201587.2,17140,100581.6,168005,199150,229350,278700,331010,346278,353040,343525,305921,322042,336790,446761,499398,513096,406273,251970,79720,12590,2240,14760,100080,162490.9,200790,304115,329263,366930,370634,363507,354088,362433,410890,423562,535958,566865,612923,566913.7,411884,154370,39990,5560
226,含嗽剤,620416001,ＡＺ含嗽用配合細粒「ＮＰ」　０．１％,ｇ,2260702F1063,6,1,9841226.59,5567,24968,42386,42910,56590,74994,85768,95394,117362,152626,158564.5,205317,262588.67,488027,632613,587292,390834,188964,45096,5286,-,-,26949,44999,49675,88226,120596,148487,187209,216330.42,275547,317055,391571,482471.5,739118,869068,940114.5,721419,379195,147405,23932,5038
226,含嗽剤,620414804,ポビドンヨードガーグル７％「マイラン」,ｍＬ,2260701F1387,2.2,1,7470547,9040,55090,90130,113340,137820,151940,170815,195270,207153,208560,193070,206470,234191,307220,341276,325471,263800,165680,50660,6120,1380,8370,47500,81960,118940,166441,172285,205900,214605,215710,236950,231217,241412,262611,320340,347550,421570,364680,250770,105830,20030,1380
226,含嗽剤,621518203,ポビドンヨードガーグル７％「日医工」,ｍＬ,2260701F1352,2.2,1,5651406,4680,24470,54821,84510,110283,136530,158275,161185,162190,164286,158695,162020,174463,225860,227351,255051,214040,109130,37710,5310,-,3720,22640,52180,83850,140575,156030,163230,175530,162790,170040,162200,179325,184425,248740,258363,296115,287720,187538,68315,14400,-
226,含嗽剤,620008968,イオダインガーグル液７％,ｍＬ,2260701F1263,2.2,1,3769856,5520,23940,33840,45990,61680,76420,90945,91530,100730,104071,102380,105230,119720,155231,181862,189084,142920,87590,31380,4800,-,4895,21602,30390,51511,83420,94430,110465,109350,105925,112761,112295,124770,130520,165500,171380,209590,187859,121330,54130,10860,-
226,含嗽剤,620008235,アズレンうがい液４％「ケンエー」,ｍＬ,2260700F1102,40.2,1,3672806.575,5550,34085.5,52795.5,45110,50908,63449.75,81601,88106.35,89120.75,82080.975,73130.65,75819,85675.5,117402.85,136306.4,132878,95042.9,49880.5,14185,1925,-,5510,38260,53269,55318,87371.4,110554.75,135855.5,145350.1,142721.9,132797.1,127496.2,138097.9,153076.3,201780.6,215579.6,227572.9,180829.2,105395,34197.5,5615,-
226,含嗽剤,620007784,ポピヨドンガーグル７％,ｍＬ,2260701F1255,2.2,1,3651245.2,3310,19410,43720,53280,60780,77180,89980,93635,100660,108155,96880,93130,102890,159350,164920,188180,140005,79620,23200,1950,-,2070,19955,39370,51830,82963,88530,96780,103221,111390,111190,103850,117450,123010,158416,181320,190955,182670.2,125210,48090,11210,1530
