区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,2412402D8031,ソマトロピン（遺伝子組換え）,１．３３ｍｇ１瓶（溶解液付）,,,サイゼン注１．３３ｍｇ,メルクセローノ,,先発品,,"8,237",H26.3.31まで,
注射薬,2412402D8074,ソマトロピン（遺伝子組換え）,１．３３ｍｇ１瓶（溶解液付）,,,グロウジェクト注射用１．３３ｍｇ,ＪＣＲファーマ,,先発品,,"9,700",,
注射薬,2412402D8082,ソマトロピン（遺伝子組換え）,１．３３ｍｇ１瓶（溶解液付）,,,サイゼン注用１．３３ｍｇ,メルクセローノ,,先発品,,"8,237",,H25.6.21収載
注射薬,2412402D9038,ソマトロピン（遺伝子組換え）,５．３３ｍｇ１筒（溶解液付）,,,ジェノトロピンＴＣ注用５．３ｍｇ,ファイザー,,先発品,,"39,445",,
注射薬,2412402G9026,ソマトロピン（遺伝子組換え）,０．６ｍｇ１筒,,,ジェノトロピンミニクイック皮下注用０．６ｍｇ,ファイザー,,先発品,,"5,387",H25.3.31まで,
注射薬,2412402L1031,ソマトロピン（遺伝子組換え）,６ｍｇ１筒（溶解液付）,,,ヒューマトロープ注射用６ｍｇ,日本イーライリリー,,先発品,,"51,676",,
注射薬,2412402L2038,ソマトロピン（遺伝子組換え）,８ｍｇ１筒（溶解液付）,,,グロウジェクトＢＣ注射用８ｍｇ,ＪＣＲファーマ,,先発品,,"71,885",,
注射薬,2412402L3042,ソマトロピン（遺伝子組換え）,８ｍｇ１瓶（溶解液付）,,,サイゼン８ｍｇ皮下注,メルクセローノ,,先発品,,"43,906",H26.3.31まで,
注射薬,2412402L3050,ソマトロピン（遺伝子組換え）,８ｍｇ１瓶（溶解液付）,,,グロウジェクト注射用８ｍｇ,ＪＣＲファーマ,,先発品,,"74,906",,
注射薬,2412402L3069,ソマトロピン（遺伝子組換え）,８ｍｇ１瓶（溶解液付）,,,サイゼン皮下注用８ｍｇ,メルクセローノ,,先発品,,"43,906",,H25.6.21収載
注射薬,2412402L4049,ソマトロピン（遺伝子組換え）,１２ｍｇ１筒（溶解液付）,,,ヒューマトロープ注射用１２ｍｇ,日本イーライリリー,,先発品,,"97,123",,
注射薬,2412402L4057,ソマトロピン（遺伝子組換え）,１２ｍｇ１筒（溶解液付）,,,ジェノトロピンＴＣ注用１２ｍｇ,ファイザー,,先発品,,"98,580",,
注射薬,2412402P1025,ソマトロピン（遺伝子組換え）,１．０ｍｇ１筒,,,ジェノトロピンミニクイック皮下注用１．０ｍｇ,ファイザー,,先発品,,"8,310",H25.3.31まで,
注射薬,2412402P2021,ソマトロピン（遺伝子組換え）,１．４ｍｇ１筒,,,ジェノトロピンミニクイック皮下注用１．４ｍｇ,ファイザー,,先発品,,"11,454",H25.3.31まで,
注射薬,2412402P4024,ソマトロピン（遺伝子組換え）,５．３３ｍｇ１キット,,,ジェノトロピンゴークイック注用５．３ｍｇ,ファイザー,,先発品,,"41,626",,
注射薬,2412402P5020,ソマトロピン（遺伝子組換え）,１２ｍｇ１キット,,,ジェノトロピンゴークイック注用１２ｍｇ,ファイザー,,先発品,,"102,521",,
注射薬,2412402P6027,ソマトロピン（遺伝子組換え）,５ｍｇ１キット,,,ノルディトロピン　フレックスプロ注５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,"51,257",,
注射薬,2412402P7023,ソマトロピン（遺伝子組換え）,１０ｍｇ１キット,,,ノルディトロピン　フレックスプロ注１０ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,,"98,069",,
注射薬,2412402P8020,ソマトロピン（遺伝子組換え）,１５ｍｇ１キット,,,ノルディトロピン　フレックスプロ注１５ｍｇ,ノボ　ノルディスク　ファーマ,,先発品,," 144,734 ",,
注射薬,2413400D1086,ヒト下垂体性性腺刺激ホルモン,７５単位１瓶（溶解液付）,,,ＨＭＧ注射用７５ＩＵ「フェリング」,フェリング・ファーマ,後発品,,,"1,132",,
注射薬,2413400D2082,ヒト下垂体性性腺刺激ホルモン,１５０単位１瓶（溶解液付）,,,ＨＭＧ注射用１５０ＩＵ「フェリング」,フェリング・ファーマ,後発品,,,"1,394",,H24.12.14収載
注射薬,2413400D3097,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,ＨＭＧ注テイゾー７５,あすか製薬,後発品,,,"1,655",,
注射薬,2413400D3100,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,ＨＭＧ「コーワ」７５注用,大正薬品工業,後発品,,,"1,585",H25.3.31まで,
注射薬,2413400D3119,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,ＨＭＧ筋注用７５単位「Ｆ」,富士製薬工業,後発品,,,"1,186",,
注射薬,2413400D3127,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,ＨＭＧ「ＴＹＫ」７５注用,大正薬品工業,後発品,,,"1,585",,H24.4.2収載
注射薬,2413400D4077,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,ＨＭＧ注テイゾー１５０,あすか製薬,後発品,,,"2,448",,
注射薬,2413400D4085,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,ＨＭＧ「コーワ」１５０注用,大正薬品工業,後発品,,,"2,268",H25.3.31まで,
注射薬,2413400D4093,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,ＨＭＧ筋注用１５０単位「Ｆ」,富士製薬工業,後発品,,,"1,460",,
注射薬,2413400D4107,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,ＨＭＧ「ＴＹＫ」１５０注用,大正薬品工業,後発品,,,"2,268",,H24.4.2収載
注射薬,2413400D5030,ヒト下垂体性性腺刺激ホルモン,１００単位１管（溶解液付）,,,ＨＭＧ「コーワ」１００注用,大正薬品工業,後発品,,,"1,971",H25.3.31まで,
注射薬,2413400D5049,ヒト下垂体性性腺刺激ホルモン,１００単位１管（溶解液付）,,,ＨＭＧ「ＴＹＫ」１００注用,大正薬品工業,後発品,,,"1,971",,H24.4.2収載
注射薬,2413401X1010,血清性性腺刺激ホルモン,１，０００国際単位１管,局,,注射用血清性性腺刺激ホルモン,,,,,984,H25.3.31まで,
注射薬,2413402X1014,ヒト絨毛性性腺刺激ホルモン,５００単位１管,局,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,150,,
注射薬,2413402X2010,ヒト絨毛性性腺刺激ホルモン,１，０００単位１管,局,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,184,,
注射薬,2413402X3017,ヒト絨毛性性腺刺激ホルモン,３，０００単位１管,局,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,285,,
注射薬,2413402X3076,ヒト絨毛性性腺刺激ホルモン,３，０００単位１管,局,,ＨＣＧモチダ筋注用３千単位,持田製薬,,,,340,,
注射薬,2413402X3084,ヒト絨毛性性腺刺激ホルモン,３，０００単位１管,局,,ゴナトロピン筋注用３０００単位,あすか製薬,,,,340,,
注射薬,2413402X4013,ヒト絨毛性性腺刺激ホルモン,５，０００単位１管,局,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,385,,
注射薬,2413402X4110,ヒト絨毛性性腺刺激ホルモン,５，０００単位１管,局,,ＨＣＧモチダ筋注用５千単位,持田製薬,,,,440,,
注射薬,2413402X4137,ヒト絨毛性性腺刺激ホルモン,５，０００単位１管,局,,ゴナトロピン注用５０００単位,あすか製薬,,,,482,,
注射薬,2413402X4145,ヒト絨毛性性腺刺激ホルモン,５，０００単位１管,局,,プレグニール筋注用５０００単位,ＭＳＤ,,,,440,,
注射薬,2413402X5010,ヒト絨毛性性腺刺激ホルモン,１０，０００単位１管,局,,注射用ヒト絨毛性性腺刺激ホルモン,,,,,687,,
注射薬,2413402X5060,ヒト絨毛性性腺刺激ホルモン,１０，０００単位１管,局,,ＨＣＧモチダ筋注用１万単位,持田製薬,,,,780,,
注射薬,2413403A1040,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,フォリルモンＰ注７５,富士製薬工業,後発品,,,"1,501",,
注射薬,2413403A1059,ヒト下垂体性性腺刺激ホルモン,７５単位１管（溶解液付）,,,ゴナピュール注用７５,あすか製薬,後発品,,,"1,501",,
注射薬,2413403D1020,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,フォリルモンＰ注１５０,富士製薬工業,後発品,,,"1,809",,
注射薬,2413403D1039,ヒト下垂体性性腺刺激ホルモン,１５０単位１管（溶解液付）,,,ゴナピュール注用１５０,あすか製薬,後発品,,,"1,809",,
注射薬,2413404D1025,ホリトロピンアルファ（遺伝子組換え）,７５国際単位１瓶（溶解液付）,,,ゴナールエフ皮下注用７５,メルクセローノ,,先発品,,"4,819",,
注射薬,2413404D2021,ホリトロピンアルファ（遺伝子組換え）,１５０国際単位１瓶（溶解液付）,,,ゴナールエフ皮下注用１５０,メルクセローノ,,先発品,,"9,700",,
注射薬,2413404G1021,ホリトロピンアルファ（遺伝子組換え）,４５０国際単位０．７５ｍＬ１筒,,,ゴナールエフ皮下注ペン４５０,メルクセローノ,,先発品,,"26,282",,
注射薬,2413404G2028,ホリトロピンアルファ（遺伝子組換え）,９００国際単位１．５ｍＬ１筒,,,ゴナールエフ皮下注ペン９００,メルクセローノ,,先発品,,"49,418",,
注射薬,2413404G3024,ホリトロピンアルファ（遺伝子組換え）,３００国際単位０．５ｍＬ１筒,,,ゴナールエフ皮下注ペン３００,メルクセローノ,,先発品,,"17,651",,
注射薬,2413405A1023,フォリトロピンベータ（遺伝子組換え）,５０国際単位０．５ｍＬ１瓶,,,フォリスチム注５０,ＭＳＤ,,先発品,,"2,947",,
注射薬,2413405A2020,フォリトロピンベータ（遺伝子組換え）,７５国際単位０．５ｍＬ１瓶,,,フォリスチム注７５,ＭＳＤ,,先発品,,"3,635",,
注射薬,2413405G1026,フォリトロピンベータ（遺伝子組換え）,３００国際単位１筒,,,フォリスチム注３００ＩＵカートリッジ,ＭＳＤ,,先発品,,"17,047",,
注射薬,2413405G2022,フォリトロピンベータ（遺伝子組換え）,６００国際単位１筒,,,フォリスチム注６００ＩＵカートリッジ,ＭＳＤ,,先発品,,"33,551",,
注射薬,2413405G3029,フォリトロピンベータ（遺伝子組換え）,９００国際単位１筒,,,フォリスチム注９００ＩＵカートリッジ,ＭＳＤ,,先発品,,"49,971",,
注射薬,2414400A1010,オキシトシン,１単位１管,局,,オキシトシン注射液,,,,,95,,
注射薬,2414400A2016,オキシトシン,５単位１管,局,,オキシトシン注射液,,,,,132,,
注射薬,2414400A2075,オキシトシン,５単位１管,局,,アトニン－Ｏ注５単位,あすか製薬,,,,158,,
注射薬,2414402A1019,バソプレシン,２０単位１管,局,,バソプレシン注射液,,,,,769,,
注射薬,2419400A1024,デスモプレシン酢酸塩水和物,４μｇ１管,,,デスモプレシン注４協和,協和発酵キリン,,先発品,," 1,860 ",,
注射薬,2432400A1034,チアマゾール,１０ｍｇ１管,,,メルカゾール注１０ｍｇ,中外製薬,,,, 109 ,,
注射薬,2439400G1020,テリパラチド（遺伝子組換え）,６００μｇ１キット,,,フォルテオ皮下注キット６００μｇ,日本イーライリリー,,先発品,," 51,871 ",,
注射薬,2439401D1028,テリパラチド酢酸塩,５６．５μｇ１瓶,,,テリボン皮下注用５６．５μｇ,旭化成ファーマ,,先発品,," 12,971 ",,
注射薬,2439401D2024,テリパラチド酢酸塩,５６．５μｇ１瓶（溶解液付）,,,テリボン皮下注用５６．５μｇ,旭化成ファーマ,,先発品,,"12,971",,H25.11.29収載
注射薬,2443400B1050,ナンドロロンデカン酸エステル,２５ｍｇ１管,,,デカ・デュラミン筋注２５ｍｇ,富士製薬工業,後発品,,, 414 ,,
注射薬,2443400B2048,ナンドロロンデカン酸エステル,５０ｍｇ１管,,,デカ・デュラミン筋注５０ｍｇ,富士製薬工業,後発品,,,656,,
注射薬,2449403A1019,メテノロンエナント酸エステル,５０ｍｇ１管,局,,メテノロンエナント酸エステル注射液,,,,,326,H25.3.31まで,
注射薬,2449403A2015,メテノロンエナント酸エステル,１００ｍｇ１管,局,,メテノロンエナント酸エステル注射液,,,,,663,,
注射薬,2451400A1013,アドレナリン,０．１％１ｍＬ１管,局,,アドレナリン注射液,,,,,92,,
注射薬,2451401A1018,ノルアドレナリン,０．１％１ｍＬ１管,局,,ノルアドレナリン注射液,,,,,92,,
注射薬,2451402G1040,アドレナリン,０．１％１ｍＬ１筒,,,アドレナリン注０．１％シリンジ「テルモ」,テルモ,後発品,,,166,,
注射薬,2451402G2020,アドレナリン,０．１５ｍｇ１筒,,,エピペン注射液０．１５ｍｇ,ファイザー,,先発品,,"8,112",,
注射薬,2451402G3026,アドレナリン,０．３ｍｇ１筒,局,,エピペン注射液０．３ｍｇ,ファイザー,,先発品,,"10,950",,
注射薬,2452400D1084,ヒドロコルチゾンコハク酸エステルナトリウム,１００ｍｇ１瓶（溶解液付）,,,ソル・コーテフ注射用１００ｍｇ,ファイザー,,,,338,,
注射薬,2452400D1092,ヒドロコルチゾンコハク酸エステルナトリウム,１００ｍｇ１瓶（溶解液付）,,,サクシゾン注射用１００ｍｇ,大正薬品工業,後発品,,,309,,
注射薬,2452400D3052,ヒドロコルチゾンコハク酸エステルナトリウム,２５０ｍｇ１瓶（溶解液付）,,,ソル・コーテフ静注用２５０ｍｇ,ファイザー,,,,921,,
注射薬,2452400D4032,ヒドロコルチゾンコハク酸エステルナトリウム,３００ｍｇ１瓶（溶解液付）,,,サクシゾン注射用３００ｍｇ,大正薬品工業,後発品,,,932,,
注射薬,2452400D6060,ヒドロコルチゾンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,ソル・コーテフ静注用５００ｍｇ,ファイザー,,,,"1,339",,
注射薬,2452400D6078,ヒドロコルチゾンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,サクシゾン静注用５００ｍｇ,大正薬品工業,後発品,,,"1,235",,
注射薬,2452400D7040,ヒドロコルチゾンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,ソル・コーテフ静注用１０００ｍｇ,ファイザー,,,,"2,924",,
注射薬,2452400D7058,ヒドロコルチゾンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,サクシゾン静注用１０００ｍｇ,大正薬品工業,後発品,,,"2,475",,
注射薬,2452402A1087,ヒドロコルチゾンリン酸エステルナトリウム,１００ｍｇ２ｍＬ１管,,,クレイトン静注液１００ｍｇ,エール薬品,後発品,,,211,,
注射薬,2452402A2040,ヒドロコルチゾンリン酸エステルナトリウム,１００ｍｇ２ｍＬ１瓶,,,水溶性ハイドロコートン注射液１００ｍｇ,日医工,,先発品,○,436,,
注射薬,2452402A5090,ヒドロコルチゾンリン酸エステルナトリウム,５００ｍｇ１０ｍＬ１瓶,,,水溶性ハイドロコートン注射液５００ｍｇ,日医工,,先発品,○,"1,797",,
注射薬,2452402A5104,ヒドロコルチゾンリン酸エステルナトリウム,５００ｍｇ１０ｍＬ１瓶,,,クレイトン静注液５００ｍｇ,エール薬品,後発品,,,768,,
注射薬,2454401A2024,デキサメタゾンメタスルホ安息香酸エステルナトリウム,２ｍｇ１管,,,メサドロン注２ｍｇ,小林化工,後発品,,,57,,
注射薬,2454401A3020,デキサメタゾンメタスルホ安息香酸エステルナトリウム,３ｍｇ１管,,,メサドロン注３ｍｇ,小林化工,後発品,,,60,,
注射薬,2454402A2037,トリアムシノロンアセトニド,１０ｍｇ１ｍＬバイアル,,,ケナコルト－Ａ皮内用関節腔内用水懸注５０ｍｇ／５ｍＬ,ブリストル・マイヤーズ,,,,217,,
注射薬,2454402A3033,トリアムシノロンアセトニド,４０ｍｇ１瓶,,,ケナコルト－Ａ筋注用関節腔内用水懸注４０ｍｇ／１ｍＬ,ブリストル・マイヤーズ,,,,853,,
注射薬,2454404A1064,ベタメタゾンリン酸エステルナトリウム,２ｍｇ１管,,,リンデロン注２ｍｇ（０．４％）,塩野義製薬,,,,189,,
注射薬,2454404A1080,ベタメタゾンリン酸エステルナトリウム,２ｍｇ１管,,,リノロサール注射液２ｍｇ（０．４％）,わかもと製薬,後発品,,,69,,
注射薬,2454404A1099,ベタメタゾンリン酸エステルナトリウム,２ｍｇ１管,,,ハイコート注２ｍｇ（０．４％）,富士製薬工業,後発品,,,56,,
注射薬,2454404A2060,ベタメタゾンリン酸エステルナトリウム,４ｍｇ１管,,,リンデロン注４ｍｇ（０．４％）,塩野義製薬,,,,316,,
注射薬,2454404A2087,ベタメタゾンリン酸エステルナトリウム,４ｍｇ１管,,,リノロサール注射液４ｍｇ（０．４％）,わかもと製薬,後発品,,,101,,
注射薬,2454404A2095,ベタメタゾンリン酸エステルナトリウム,４ｍｇ１管,,,ハイコート注４ｍｇ（０．４％）,富士製薬工業,後発品,,,88,,
注射薬,2454404A3016,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１管,,,ベタメタゾンリン酸エステルナトリウム２０ｍｇ注射液,,後発品,,,266,,
注射薬,2454404A3067,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１管,,,リンデロン注２０ｍｇ（０．４％）,塩野義製薬,,,,"1,382",,
注射薬,2454404A3083,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１管,,,リノロサール注射液２０ｍｇ（０．４％）,わかもと製薬,後発品,,,495,,
注射薬,2454404A4039,ベタメタゾンリン酸エステルナトリウム,２０ｍｇ１ｍＬ１管,,,リンデロン注２０ｍｇ（２％）,塩野義製薬,,先発品,," 1,406 ",,
注射薬,2454404A5035,ベタメタゾンリン酸エステルナトリウム,１００ｍｇ５ｍＬ１管,,,リンデロン注１００ｍｇ（２％）,塩野義製薬,,先発品,,"5,676",,
注射薬,2454405A9060,デキサメタゾンリン酸エステルナトリウム,１００ｍｇ５ｍＬ１瓶,,,ソルコート静注液１００ｍｇ,富士製薬工業,後発品,,,"2,433",,
注射薬,2454405H1024,デキサメタゾンリン酸エステルナトリウム,１．６５ｍｇ０．５ｍＬ１管,,,デカドロン注射液１．６５ｍｇ,ＭＳＤ,,,,108,,
注射薬,2454405H1032,デキサメタゾンリン酸エステルナトリウム,１．６５ｍｇ０．５ｍＬ１管,,,デキサート注射液１．６５ｍｇ,富士製薬工業,後発品,,,56,,
注射薬,2454405H2020,デキサメタゾンリン酸エステルナトリウム,１．９ｍｇ０．５ｍＬ１管,,,オルガドロン注射液１．９ｍｇ,ＭＳＤ,,,,100,,
注射薬,2454405H3027,デキサメタゾンリン酸エステルナトリウム,３．３ｍｇ１ｍＬ１管,,,デカドロン注射液３．３ｍｇ,ＭＳＤ,,,,189,,
注射薬,2454405H3035,デキサメタゾンリン酸エステルナトリウム,３．３ｍｇ１ｍＬ１管,,,デキサート注射液３．３ｍｇ,富士製薬工業,後発品,,,98,,
注射薬,2454405H4023,デキサメタゾンリン酸エステルナトリウム,３．８ｍｇ１ｍＬ１管,,,オルガドロン注射液３．８ｍｇ,ＭＳＤ,,,,158,,
注射薬,2454405H5020,デキサメタゾンリン酸エステルナトリウム,６．６ｍｇ２ｍＬ１瓶,,,デカドロン注射液６．６ｍｇ,ＭＳＤ,,,,367,,
注射薬,2454405H5038,デキサメタゾンリン酸エステルナトリウム,６．６ｍｇ２ｍＬ１瓶,,,デキサート注射液６．６ｍｇ,富士製薬工業,後発品,,,189,,
注射薬,2454405H6026,デキサメタゾンリン酸エステルナトリウム,１９ｍｇ５ｍＬ１瓶,,,オルガドロン注射液１９ｍｇ,ＭＳＤ,,,,765,,
注射薬,2454407A1033,デキサメタゾンパルミチン酸エステル,２．５ｍｇ１ｍＬ１管,,,リメタゾン静注２．５ｍｇ,田辺三菱製薬,,先発品,,"2,096",,
注射薬,2454408C1020,ベタメタゾン酢酸エステル・ベタメタゾンリン酸エステルナトリウム,２．５ｍｇ１管,,,リンデロン懸濁注,塩野義製薬,,,,212,,
注射薬,2456400D1040,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,注射用プリドール４０,エール薬品,後発品,,,205,,
注射薬,2456400D1059,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,注射用ソル・メルコート４０,富士製薬工業,後発品,,,205,,
注射薬,2456400D1067,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,ソル・メドロール静注用４０ｍｇ,ファイザー,,先発品,○,442,,
注射薬,2456400D1075,メチルプレドニゾロンコハク酸エステルナトリウム,４０ｍｇ１瓶（溶解液付）,,,メチルプレドニゾロンコハク酸エステルＮａ注射用４０ｍｇ「サワイ」,沢井製薬,後発品,,,106,,
注射薬,2456400D2047,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,注射用プリドール１２５,エール薬品,後発品,,,313,,
注射薬,2456400D2071,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,注射用ソル・メルコート１２５,富士製薬工業,後発品,,,401,,
注射薬,2456400D2080,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,デカコート注射用１２５ｍｇ,沢井製薬,後発品,,,313,H24.8.31まで,
注射薬,2456400D2098,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,ソル・メドロール静注用１２５ｍｇ,ファイザー,,先発品,○,"1,120",,
注射薬,2456400D2101,メチルプレドニゾロンコハク酸エステルナトリウム,１２５ｍｇ１瓶（溶解液付）,,,メチルプレドニゾロンコハク酸エステルＮａ注射用１２５ｍｇ「サワイ」,沢井製薬,後発品,,,313,,
注射薬,2456400D3043,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,注射用プリドール５００,エール薬品,後発品,,,"1,054",,
注射薬,2456400D3078,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,注射用ソル・メルコート５００,富士製薬工業,後発品,,,"1,212",,
注射薬,2456400D3086,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,デカコート注射用５００ｍｇ,沢井製薬,後発品,,,"1,054",H24.8.31まで,
注射薬,2456400D3094,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,ソル・メドロール静注用５００ｍｇ,ファイザー,,先発品,○,"3,536",,
注射薬,2456400D3108,メチルプレドニゾロンコハク酸エステルナトリウム,５００ｍｇ１瓶（溶解液付）,,,メチルプレドニゾロンコハク酸エステルＮａ注射用５００ｍｇ「サワイ」,沢井製薬,後発品,,,"1,054",,
注射薬,2456400D4040,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,注射用プリドール１０００,エール薬品,後発品,,,"2,116",,
注射薬,2456400D4066,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,注射用ソル・メルコート１，０００,富士製薬工業,後発品,,,"2,116",,
注射薬,2456400D4074,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,ソル・メドロール静注用１０００ｍｇ,ファイザー,,先発品,○,"6,205",,
注射薬,2456400D4082,メチルプレドニゾロンコハク酸エステルナトリウム,１ｇ１瓶（溶解液付）,,,メチルプレドニゾロンコハク酸エステルＮａ注射用１０００ｍｇ「サワイ」,沢井製薬,後発品,,,"1,942",,
注射薬,2456402C1044,メチルプレドニゾロン酢酸エステル,２０ｍｇ１ｍＬ１瓶,,,デポ・メドロール水懸注２０ｍｇ,ファイザー,,,,204,,
注射薬,2456402C2040,メチルプレドニゾロン酢酸エステル,４０ｍｇ１ｍＬ１瓶,,,デポ・メドロール水懸注４０ｍｇ,ファイザー,,,,392,,
注射薬,2456405D1019,プレドニゾロンコハク酸エステルナトリウム,１０ｍｇ１管,局,,注射用プレドニゾロンコハク酸エステルナトリウム,,,,,104,,
注射薬,2456405D1027,プレドニゾロンコハク酸エステルナトリウム,１０ｍｇ１管,局,,水溶性プレドニン１０ｍｇ,塩野義製薬,,,,116,,
注射薬,2456405D2015,プレドニゾロンコハク酸エステルナトリウム,２０ｍｇ１管,局,,注射用プレドニゾロンコハク酸エステルナトリウム,,,,,183,,
注射薬,2456405D2023,プレドニゾロンコハク酸エステルナトリウム,２０ｍｇ１管,局,,水溶性プレドニン２０ｍｇ,塩野義製薬,,,,212,,
注射薬,2456405D3011,プレドニゾロンコハク酸エステルナトリウム,５０ｍｇ１管,局,,注射用プレドニゾロンコハク酸エステルナトリウム,,,,,493,,
注射薬,2459400D2057,プラステロン硫酸エステルナトリウム水和物,２００ｍｇ１瓶,,,レボスパ静注用２００ｍｇ,イセイ,後発品,,,750,,
注射薬,2461400A1010,テストステロンエナント酸エステル,１２５ｍｇ１ｍＬ１管,局,,テストステロンエナント酸エステル注射液,,,,,649,,
注射薬,2461400A1079,テストステロンエナント酸エステル,１２５ｍｇ１ｍＬ１管,局,,エナルモンデポー筋注１２５ｍｇ,あすか製薬,,,,703,,
注射薬,2461400A2075,テストステロンエナント酸エステル,２５０ｍｇ１ｍＬ１管,局,,テストロンデポー筋注２５０ｍｇ,富士製薬工業,,,,"1,031",,
注射薬,2461400A2083,テストステロンエナント酸エステル,２５０ｍｇ１ｍＬ１管,局,,テスチノンデポー筋注用２５０ｍｇ,持田製薬,,,,"1,151",,
注射薬,2461400A2091,テストステロンエナント酸エステル,２５０ｍｇ１ｍＬ１管,局,,エナルモンデポー筋注２５０ｍｇ,あすか製薬,,,,"1,294",,
注射薬,2461401A1014,テストステロンプロピオン酸エステル,１０ｍｇ１管,局,,テストステロンプロピオン酸エステル注射液,,,,,223,,
注射薬,2461401A2010,テストステロンプロピオン酸エステル,２５ｍｇ１管,局,,テストステロンプロピオン酸エステル注射液,,,,,294,,
注射薬,2473400A1010,エストラジオール安息香酸エステル,１ｍｇ１管,局,,エストラジオール安息香酸エステル注射液,,,,,168,H25.3.31まで,
注射薬,2473401C1016,エストラジオール安息香酸エステル,０．２ｍｇ１管,局,,エストラジオール安息香酸エステル水性懸濁注射液,,,,,97,,
注射薬,2473401C2012,エストラジオール安息香酸エステル,１ｍｇ１管,局,,エストラジオール安息香酸エステル水性懸濁注射液,,,,,165,,
注射薬,2473402A1036,エストラジオール吉草酸エステル,５ｍｇ１管,,,ペラニンデポー筋注５ｍｇ,持田製薬,,,,145,,
注射薬,2473402A2040,エストラジオール吉草酸エステル,１０ｍｇ１管,,,ペラニンデポー筋注１０ｍｇ,持田製薬,,,,222,,
注射薬,2473402A2059,エストラジオール吉草酸エステル,１０ｍｇ１管,,,プロギノン・デポー筋注１０ｍｇ,富士製薬工業,,,,310,,
注射薬,2473403B1044,エストラジオールプロピオン酸エステル,５ｍｇ１管,,,オバホルモンデポー筋注５ｍｇ,あすか製薬,,,,185,,
注射薬,2475401A1010,エストリオール,１ｍｇ１ｍＬ１管,局,,エストリオール水性懸濁注射液,,,,,92,H25.3.31まで,
注射薬,2475401A2016,エストリオール,１０ｍｇ１ｍＬ１管,局,,エストリオール水性懸濁注射液,,,,,156,,
注射薬,2475401A3012,エストリオール,２０ｍｇ２ｍＬ１管,局,,エストリオール水性懸濁注射液,,,,,236,H25.3.31まで,
注射薬,2475402A1049,エストリオールプロピオン酸エステル,１０ｍｇ１ｍＬ１管,,,エストリールデポー注１０ｍｇ,持田製薬,,,,328,,
注射薬,2477400A2067,ヒドロキシプロゲステロンカプロン酸エステル,１２５ｍｇ１管,,,プロゲストンデポー筋注１２５ｍｇ,富士製薬工業,後発品,,,126,,
