区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,
外用薬,1319739Q1169,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「三和」,三和化学研究所,後発品,,,243.20,,,
外用薬,1319739Q1177,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「センジュ」,千寿製薬,後発品,,,329.40,,,
外用薬,1319739Q1185,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「タカタ」,高田製薬,後発品,,,329.40,R2.3.31まで,,
外用薬,1319739Q1193,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「トーワ」,東和薬品,後発品,,,329.40,,,
外用薬,1319739Q1207,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「日医工」,日医工,後発品,,,243.20,,,
外用薬,1319739Q1215,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ニッテン」,ニッテン,後発品,,,329.40,,,
外用薬,1319739Q1223,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ニットー」,日東メディック,後発品,,,243.20,,,
外用薬,1319739Q1240,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「わかもと」,わかもと製薬,後発品,,,243.20,,,
外用薬,1319739Q1258,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロストＰＦ点眼液０．００５％「日点」,日本点眼薬研究所,後発品,,,329.40,,,
外用薬,1319739Q1266,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＮＰ」,ニプロ,後発品,,,329.40,,,
外用薬,1319739Q1274,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＣＨ」,長生堂製薬,後発品,,,329.40,,,
外用薬,1319739Q1282,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＴＹＫ」,武田テバ薬品,後発品,,,329.40,,,
外用薬,1319739Q1290,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「杏林」,キョーリンリメディオ,後発品,,,243.20,,,
外用薬,1319739Q1304,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「サンド」,サンド,後発品,,,329.40,,,
外用薬,1319739Q1312,ラタノプロスト,０．００５％１ｍＬ,,,,ラタノプロスト点眼液０．００５％「ＳＥＣ」,参天アイケア,後発品,,,329.40,,,
外用薬,1319740Q1048,ニプラジロール,０．２５％１ｍＬ,,,,ニプラノール点眼液０．２５％,テイカ製薬,,先発品,○,212.60,,,
外用薬,1319740Q1056,ニプラジロール,０．２５％１ｍＬ,,,,ハイパジールコーワ点眼液０．２５％,興和,,先発品,○,311.00,,,
外用薬,1319740Q1064,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「ＴＯＡ」,東亜薬品,後発品,,,193.80,R2.3.31まで,,
外用薬,1319740Q1072,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「サワイ」,沢井製薬,後発品,,,193.80,,,
外用薬,1319740Q1080,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「ニッテン」,ニッテン,後発品,,,193.80,,,
外用薬,1319740Q1099,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロールＰＦ点眼液０．２５％「日点」,日本点眼薬研究所,後発品,,,193.80,,,
外用薬,1319740Q1102,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「わかもと」,わかもと製薬,後発品,,,193.80,,,
外用薬,1319740Q1110,ニプラジロール,０．２５％１ｍＬ,,,,ニプラジロール点眼液０．２５％「ニットー」,東亜薬品,後発品,,,193.80,,R1.12.13収載,
外用薬,1319741Q1050,イブジラスト,０．５ｍｇ５ｍＬ１瓶,,,,ケタス点眼液０．０１％,杏林製薬,,先発品,,786.00,,,
外用薬,1319742Q1039,レボフロキサシン水和物,０．５％１ｍＬ,局,,,クラビット点眼液０．５％,参天製薬,,先発品,○,98.50,,,
外用薬,1319742Q1055,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＦＦＰ」,共創未来ファーマ,後発品,,,50.80,,,
外用薬,1319742Q1063,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＪＧ」,日本ジェネリック,後発品,,,42.20,,,
外用薬,1319742Q1080,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＯＡ」,東亜薬品,後発品,,,42.20,R2.3.31まで,,
外用薬,1319742Q1098,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＳ」,テイカ製薬,後発品,,,42.20,,,
外用薬,1319742Q1101,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＹＤ」,陽進堂,後発品,,,42.20,,,
外用薬,1319742Q1128,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「オーハラ」,大原薬品工業,後発品,,,42.20,,,
外用薬,1319742Q1136,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「科研」,ダイト,後発品,,,50.80,,,
外用薬,1319742Q1144,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「キッセイ」,キッセイ薬品工業,後発品,,,42.20,,,
外用薬,1319742Q1152,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「杏林」,キョーリンリメディオ,後発品,,,42.20,,,
外用薬,1319742Q1179,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「タカタ」,高田製薬,後発品,,,42.20,,,
外用薬,1319742Q1195,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日医工」,日医工,後発品,,,50.80,,,
外用薬,1319742Q1209,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日新」,日新製薬（山形）,後発品,,,42.20,,,
外用薬,1319742Q1217,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,42.20,,,
外用薬,1319742Q1233,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「わかもと」,わかもと製薬,後発品,,,42.20,,,
外用薬,1319742Q1241,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＴＹＫ」,武田テバ薬品,後発品,,,50.80,,,
外用薬,1319742Q1250,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ファイザー」,ファイザー,後発品,,,42.20,,,
外用薬,1319742Q1268,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ＫＯＧ」,興和,後発品,,,42.20,R2.3.31まで,,
外用薬,1319742Q1276,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ニプロ」,ニプロ,後発品,,,42.20,,,
外用薬,1319742Q1284,レボフロキサシン水和物,０．５％１ｍＬ,局,,,レボフロキサシン点眼液０．５％「ニットー」,東亜薬品,後発品,,,42.20,,R1.12.13収載,
外用薬,1319742Q2019,レボフロキサシン水和物,１．５％１ｍＬ,,,,レボフロキサシン１．５％１ｍＬ点眼液,,後発品,,,24.10,,,
外用薬,1319742Q2027,レボフロキサシン水和物,１．５％１ｍＬ,局,,,クラビット点眼液１．５％,参天製薬,,先発品,○,98.20,,,
外用薬,1319742Q2035,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＦＦＰ」,共創未来ファーマ,後発品,,,52.30,,,
外用薬,1319742Q2043,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＫＯＧ」,興和,後発品,,,41.80,R2.3.31まで,,
外用薬,1319742Q2051,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＴＳ」,テイカ製薬,後発品,,,41.80,,,
外用薬,1319742Q2060,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ＹＤ」,陽進堂,後発品,,,41.80,,,
外用薬,1319742Q2078,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「アメル」,共和薬品工業,後発品,,,41.80,R2.3.31まで,,
外用薬,1319742Q2094,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「科研」,ダイト,後発品,,,52.30,,,
外用薬,1319742Q2108,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「杏林」,キョーリンリメディオ,後発品,,,41.80,,,
外用薬,1319742Q2116,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「タカタ」,高田製薬,後発品,,,41.80,,,
外用薬,1319742Q2124,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「テバ」,武田テバ薬品,後発品,,,52.30,,,
外用薬,1319742Q2132,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「日新」,日新製薬（山形）,後発品,,,41.80,,,
外用薬,1319742Q2140,レボフロキサシン水和物,１．５％１ｍＬ,局,,,レボフロキサシン点眼液１．５％「ファイザー」,ファイザー,後発品,,,41.80,,,
外用薬,1319743Q1033,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,,ブロナック点眼液０．１％,千寿製薬,,先発品,○,97.90,,,
外用薬,1319743Q1041,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,,ブロムフェナクＮａ点眼液０．１％「日新」,日新製薬（山形）,後発品,,,51.80,,,
外用薬,1319743Q1050,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,,ブロムフェナクＮａ点眼液０．１％「ニットー」,東亜薬品,後発品,,,51.80,,,
外用薬,1319744Q1020,レボブノロール塩酸塩,０．５％１ｍＬ,,,,ミロル点眼液０．５％,杏林製薬,,先発品,○,360.70,R2.3.31まで,,
外用薬,1319744Q1038,レボブノロール塩酸塩,０．５％１ｍＬ,,,,レボブノロール塩酸塩点眼液０．５％「ニッテン」,ニッテン,後発品,,,257.50,,,
外用薬,1319744Q1046,レボブノロール塩酸塩,０．５％１ｍＬ,,,,レボブノロール塩酸塩ＰＦ点眼液０．５％「日点」,日本点眼薬研究所,後発品,,,257.50,,,
外用薬,1319745Q1024,アシタザノラスト水和物,５ｍｇ５ｍＬ１瓶,,,,ゼペリン点眼液０．１％,わかもと製薬,,先発品,,679.50,,,
外用薬,1319746Q1029,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,リボスチン点眼液０．０２５％,ヤンセンファーマ,,先発品,○,117.90,,,
外用薬,1319746Q1037,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ＴＳ」,テイカ製薬,後発品,,,73.40,,,
外用薬,1319746Q1045,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「サワイ」,沢井製薬,後発品,,,73.40,,,
外用薬,1319746Q1053,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩点眼液０．０２５％「ＴＯＡ」,東亜薬品,後発品,,,73.40,,,
外用薬,1319746Q1061,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩点眼液０．０２５％「三和」,三和化学研究所,後発品,,,73.40,,,
外用薬,1319746Q1070,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン塩酸塩点眼液０．０２５％「わかもと」,わかもと製薬,後発品,,,73.40,,,
外用薬,1319746Q1088,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「イセイ」,コーアイセイ,後発品,,,73.40,,,
外用薬,1319746Q1096,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ＦＦＰ」,共創未来ファーマ,後発品,,,73.40,,,
外用薬,1319746Q1100,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ファイザー」,ファイザー,後発品,,,73.40,,,
外用薬,1319746Q1126,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「ＪＧ」,日本ジェネリック,後発品,,,73.40,,,
外用薬,1319746Q1134,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,,レボカバスチン点眼液０．０２５％「杏林」,キョーリンリメディオ,後発品,,,73.40,,,
外用薬,1319747Q1023,ブナゾシン塩酸塩,０．０１％１ｍＬ,,,,デタントール０．０１％点眼液,参天製薬,,先発品,,253.90,,,
外用薬,1319748Q1036,ブリンゾラミド,１％１ｍＬ,,,,エイゾプト懸濁性点眼液１％,ノバルティス　ファーマ,,先発品,○,336.10,,,
外用薬,1319748Q1044,ブリンゾラミド,１％１ｍＬ,,,,ブリンゾラミド懸濁性点眼液１％「センジュ」,千寿製薬,後発品,,,169.30,,,
外用薬,1319748Q1052,ブリンゾラミド,１％１ｍＬ,,,,ブリンゾラミド懸濁性点眼液１％「ニットー」,東亜薬品,後発品,,,158.60,,,
外用薬,1319749Q1030,ガチフロキサシン水和物,０．３％１ｍＬ,,,,ガチフロ点眼液０．３％,千寿製薬,,先発品,,119.70,,,
外用薬,1319750Q1025,シクロスポリン,０．１％０．４ｍＬ１個,,,,パピロックミニ点眼液０．１％,参天製薬,,先発品,,211.80,,,
外用薬,1319751Q1020,トスフロキサシントシル酸塩水和物,０．３％１ｍＬ,,,,オゼックス点眼液０．３％,富士フイルム富山化学,,先発品,,141.50,,,
外用薬,1319751Q1038,トスフロキサシントシル酸塩水和物,０．３％１ｍＬ,,,,トスフロ点眼液０．３％,日東メディック,,先発品,,99.60,,,
外用薬,1319752Q1024,オロパタジン塩酸塩,０．１％１ｍＬ,,,,パタノール点眼液０．１％,ノバルティス　ファーマ,,先発品,,178.60,,,
外用薬,1319753Q1029,モキシフロキサシン塩酸塩,０．５％１ｍＬ,,,,ベガモックス点眼液０．５％,ノバルティス　ファーマ,,先発品,,121.90,,,
外用薬,1319754Q1023,トラボプロスト,０．００４％１ｍＬ,,,,トラバタンズ点眼液０．００４％,ノバルティス　ファーマ,,先発品,○,935.00,,,
外用薬,1319754Q1031,トラボプロスト,０．００４％１ｍＬ,,,,トラボプロスト点眼液０．００４％「ニットー」,東亜薬品,後発品,,,367.40,,,
外用薬,1319755Q1028,タクロリムス水和物,０．１％５ｍＬ１瓶,,,,タリムス点眼液０．１％,千寿製薬,,先発品,,"9,799.10",,,
外用薬,1319756Q1022,タフルプロスト,０．００１５％１ｍＬ,,,,タプロス点眼液０．００１５％,参天製薬,,先発品,,932.30,,,
外用薬,1319756Q2029,タフルプロスト,０．００１５％０．３ｍＬ１個,,,,タプロスミニ点眼液０．００１５％,参天製薬,,先発品,,94.30,,,
外用薬,1319757Q1027,ビマトプロスト,０．０３％１ｍＬ,,,,ルミガン点眼液０．０３％,千寿製薬,,先発品,○,893.40,,,
外用薬,1319757Q1035,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「ＳＥＣ」,参天アイケア,後発品,,,358.90,,,
外用薬,1319757Q1043,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「ＴＳ」,テイカ製薬,後発品,,,358.90,,,
外用薬,1319757Q1051,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「日新」,日新製薬（山形）,後発品,,,358.90,,,
外用薬,1319757Q1060,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「ニットー」,東亜薬品,後発品,,,358.90,,,
外用薬,1319757Q1078,ビマトプロスト,０．０３％１ｍＬ,,,,ビマトプロスト点眼液０．０３％「わかもと」,わかもと製薬,後発品,,,358.90,,,
外用薬,1319758Q1021,ジクアホソルナトリウム,３％５ｍＬ１瓶,,,,ジクアス点眼液３％,参天製薬,,先発品,,648.70,,,
外用薬,1319759Q1026,ネパフェナク,０．１％１ｍＬ,,,,ネバナック懸濁性点眼液０．１％,ノバルティス　ファーマ,,先発品,,178.20,,,
外用薬,1319760Q1029,レバミピド,２％０．３５ｍＬ１本,,,,ムコスタ点眼液ＵＤ２％,大塚製薬,,先発品,,27.40,,,
外用薬,1319761Q1023,ブリモニジン酒石酸塩,０．１％１ｍＬ,,,,アイファガン点眼液０．１％,千寿製薬,,先発品,,456.00,,,
外用薬,1319762Q1028,エピナスチン塩酸塩,０．０５％１ｍＬ,,,,アレジオン点眼液０．０５％,参天製薬,,先発品,,356.30,,,
外用薬,1319762Q2024,エピナスチン塩酸塩,０．１％１ｍＬ,,,,アレジオンＬＸ点眼液０．１％,参天製薬,,先発品,,712.60,,R1.11.27収載,
外用薬,1319763Q1022,リパスジル塩酸塩水和物,０．４％１ｍＬ,,,,グラナテック点眼液０．４％,興和,,先発品,,456.20,,,
外用薬,1319764Q1027,オミデネパグ　イソプロピル,０．００２％１ｍＬ,,,,エイベリス点眼液０．００２％,参天製薬,,先発品,,951.00,,,
外用薬,1319800M1015,エリスロマイシンラクトビオン酸塩・コリスチンメタンスルホン酸ナトリウム,１ｇ,,,,エリスロマイシンラクトビオン酸塩・コリスチンメタンスルホン酸ナトリウム眼軟膏,,,,,35.90,,,
外用薬,1319800M1023,エリスロマイシンラクトビオン酸塩・コリスチンメタンスルホン酸ナトリウム,１ｇ,,,,エコリシン眼軟膏,参天製薬,,先発品,,46.60,,,
外用薬,1319802Q2020,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,局,,,オフサロン点眼液,わかもと製薬,後発品,,,86.40,,,
外用薬,1319802Q2039,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,局,,,コリナコール点眼液,日本点眼薬研究所,後発品,,,86.40,,,
外用薬,1319807M1025,フラジオマイシン硫酸塩・メチルプレドニゾロン,１ｇ,,,,ネオメドロールＥＥ軟膏,ファイザー,,,,46.60,,,
外用薬,1319808Q2036,ホウ酸・無機塩類配合剤,５ｍＬ１瓶,,,,人工涙液マイティア点眼液,千寿製薬,,,,87.10,,,
外用薬,1319809X2043,ネオスチグミン・無機塩類配合剤,５ｍＬ１瓶,,,,ミオピン点眼液,参天製薬,,,,86.40,,,
外用薬,1319809X2051,ネオスチグミン・無機塩類配合剤,５ｍＬ１瓶,,,,マイピリン点眼液,日本点眼薬研究所,後発品,,,86.40,,,
外用薬,1319810Q1029,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,オフミック点眼液,わかもと製薬,後発品,,,21.30,,,
外用薬,1319810Q1053,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,ミドリンＰ点眼液,参天製薬,,,,28.30,,,
外用薬,1319810Q1061,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,サンドールＰ点眼液,日本点眼薬研究所,後発品,,,21.30,,,
外用薬,1319810Q1070,トロピカミド・フェニレフリン塩酸塩,１ｍＬ,,,,ミドレフリンＰ点眼液,日東メディック,後発品,,,21.30,,,
外用薬,1319811Q2020,フラビンアデニンジヌクレオチドナトリウム・コンドロイチン硫酸エステルナトリウム,５ｍＬ１瓶,,,,ムコファジン点眼液,わかもと製薬,,,,86.40,,,
外用薬,1319811Q2038,フラビンアデニンジヌクレオチドナトリウム・コンドロイチン硫酸エステルナトリウム,５ｍＬ１瓶,,,,ムコティア点眼液,日本点眼薬研究所,後発品,,,86.40,,,
外用薬,1319812M1026,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｇ,,,,眼・耳科用リンデロンＡ軟膏,シオノギファーマ,,,,67.70,,,
外用薬,1319813Q1014,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｍＬ,,,,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩点眼・点鼻液,,,,,36.10,,,
外用薬,1319813Q1049,ベタメタゾンリン酸エステルナトリウム・フラジオマイシン硫酸塩,１ｍＬ,,,,点眼・点鼻用リンデロンＡ液,シオノギファーマ,,,,78.20,,,
外用薬,1319814Q1035,ブドウ糖・無機塩類配合剤,２０ｍＬ１管,,,,オペガードＭＡ眼灌流液,千寿製薬,,先発品,,591.20,,,
外用薬,1319814Q4026,ブドウ糖・無機塩類配合剤,３００ｍＬ１袋,,,,オペガードＭＡ眼灌流液,千寿製薬,,先発品,,"2,082.50",,,
外用薬,1319814Q5022,ブドウ糖・無機塩類配合剤,５００ｍＬ１袋,,,,オペガードＭＡ眼灌流液,千寿製薬,,先発品,,"2,082.50",,,
外用薬,1319816Q1034,ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,０．５ｍＬ１筒,,,,ビスコート０．５眼粘弾剤,日本アルコン,後発品,,,"4,921.50",,,
外用薬,1319816Q1042,ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,０．５ｍＬ１筒,,,,シェルガン０．５眼粘弾剤,生化学工業,後発品,,,"4,921.50",,,
外用薬,1319817Q1020,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ザラカム配合点眼液,ファイザー,,先発品,○,"1,015.80",,,
外用薬,1319817Q1039,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「センジュ」,千寿製薬,後発品,,,478.60,,,
外用薬,1319817Q1047,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「ニッテン」,ニッテン,後発品,,,478.60,,,
外用薬,1319817Q1055,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「ニットー」,東亜薬品,後発品,,,478.60,,,
外用薬,1319817Q1063,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,,ラタチモ配合点眼液「ＴＳ」,テイカ製薬,後発品,,,478.60,,,
外用薬,1319818Q1025,ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,１ｍＬ１筒,,,,ディスコビスク１．０眼粘弾剤,日本アルコン,,先発品,,"9,161.40",,,
外用薬,1319819Q1020,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,コソプト配合点眼液,参天製薬,,先発品,○,550.90,,,
外用薬,1319819Q1038,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,ドルモロール配合点眼液「センジュ」,千寿製薬,後発品,,,276.20,,,
外用薬,1319819Q1046,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,ドルモロール配合点眼液「ニットー」,東亜薬品,後発品,,,237.70,,,
外用薬,1319819Q1054,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,ドルモロール配合点眼液「わかもと」,わかもと製薬,後発品,,,237.70,,,
外用薬,1319819Q1062,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,ドルモロール配合点眼液「日点」,日本点眼薬研究所,後発品,,,237.70,,,
外用薬,1319819Q1070,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,,ドルモロール配合点眼液「ＴＳ」,テイカ製薬,後発品,,,237.70,,R1.12.13収載,
外用薬,1319819Q2026,ドルゾラミド塩酸塩・チモロールマレイン酸塩,０．４ｍＬ１個,,,,コソプトミニ配合点眼液,参天製薬,,先発品,,56.90,,,
外用薬,1319820Q1022,トラボプロスト・チモロールマレイン酸塩,１ｍＬ,,,,デュオトラバ配合点眼液,ノバルティス　ファーマ,,先発品,○,"1,114.10",,,
外用薬,1319820Q1030,トラボプロスト・チモロールマレイン酸塩,１ｍＬ,,,,トラチモ配合点眼液「ニットー」,東亜薬品,後発品,,,548.20,,,
外用薬,1319821Q1027,ブリンゾラミド・チモロールマレイン酸塩,１ｍＬ,,,,アゾルガ配合懸濁性点眼液,ノバルティス　ファーマ,,先発品,,392.80,,,
外用薬,1319822Q1021,タフルプロスト・チモロールマレイン酸塩,１ｍＬ,,,,タプコム配合点眼液,参天製薬,,先発品,,958.10,,,
外用薬,1319823Q1026,カルテオロール塩酸塩・ラタノプロスト,１ｍＬ,,,,ミケルナ配合点眼液,大塚製薬,,先発品,,686.70,,,
外用薬,1319824Q1020,ブリモニジン酒石酸塩・チモロールマレイン酸塩,１ｍＬ,,,,アイベータ配合点眼液,千寿製薬,,先発品,,456.00,,R1.11.19収載,
外用薬,1324700Q1035,オキシメタゾリン塩酸塩,０．０５％１ｍＬ,,,,ナシビン点鼻・点眼液０．０５％,佐藤製薬,,,,4.50,,,
外用薬,1324701R1035,塩酸テトラヒドロゾリン,０．１％１ｍＬ,,,,テトラヒドロゾリン鼻用スプレー０．１％「ミナト」,原沢製薬工業,,,,3.40,R2.3.31まで,,
外用薬,1324702Q1042,トラマゾリン塩酸塩,０．１１８％１ｍＬ,,,,トラマゾリン点鼻液０．１１８％「ＡＦＰ」,アルフレッサファーマ,,,,6.80,,,
外用薬,1324704Q1033,ナファゾリン硝酸塩,０．０５％１ｍＬ,,,,プリビナ液０．０５％,日新製薬（山形）,,,,4.10,,,
外用薬,1325701Q1037,クロラムフェニコール,５ｍｇ１ｍＬ,,,,クロロマイセチン耳科用液０．５％,アルフレッサファーマ,,,,21.70,,,
外用薬,1325702Q1040,セフメノキシム塩酸塩,１０ｍｇ１ｍＬ（溶解後の液として）,,,,ベストロン耳鼻科用１％,千寿製薬,,先発品,,92.70,,,
外用薬,1325703Q1036,ホスホマイシンナトリウム,３０ｍｇ１ｍＬ（溶解後の液として）,,,,ホスミシンＳ耳科用３％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,92.30,,,
外用薬,1329700Q1201,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,ルゲオン点鼻液２％,協和新薬,後発品,,,276.60,,,
外用薬,1329700Q1210,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,インタール点鼻液２％,サノフィ,,先発品,○,698.90,,,
外用薬,1329700Q1228,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,クロモグリク酸Ｎａ点鼻液２％「ファイザー」,マイラン製薬,後発品,,,276.60,,,
外用薬,1329700Q1236,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,クロモグリク酸Ｎａ点鼻液２％「トーワ」,東和薬品,後発品,,,276.60,,,
外用薬,1329700Q1244,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,クロモグリク酸Ｎａ点鼻液２％「杏林」,キョーリンリメディオ,後発品,,,276.60,,,
外用薬,1329700Q1252,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,,クロモグリク酸Ｎａ点鼻液２％「科研」,科研製薬,後発品,,,472.70,,,
外用薬,1329701Q1036,ジオクチルソジウムスルホサクシネート,５％１ｍＬ,,,,ジオクチルソジウムスルホサクシネート耳科用液５％「ＣＥＯ」,セオリアファーマ,後発品,,,51.70,,,
外用薬,1329702A1040,ベクロメタゾンプロピオン酸エステル,５０μｇ１カプセル,,,,リノコートカプセル鼻用５０μｇ,帝人ファーマ,,先発品,,33.50,,,
