区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,
注射薬,2190406A2060,アルプロスタジル,１０μｇ２ｍＬ１管,局,,,リプル注１０μｇ,田辺三菱製薬,,先発品,○,"3,145",,,
注射薬,2190406A2108,アルプロスタジル,１０μｇ２ｍＬ１管,局,,,アルプロスタジル注１０μｇ「ＭＥＤ」,メディサ新薬,後発品,,,"1,179",R2.3.31まで,,
注射薬,2190406A2116,アルプロスタジル,１０μｇ２ｍＬ１管,局,,,アルプロスタジル注１０μｇ「サワイ」,沢井製薬,後発品,,,"1,179",,,
注射薬,2190406A2124,アルプロスタジル,１０μｇ２ｍＬ１管,局,,,アルプロスタジル注１０μｇ「Ｆ」,富士製薬工業,後発品,,,"1,179",,,
注射薬,2190406A2132,アルプロスタジル,１０μｇ２ｍＬ１管,局,,,アルプロスタジル注１０μｇ「武田テバ」,武田テバファーマ,後発品,,,"1,179",,,
注射薬,2190406G1031,アルプロスタジル,５μｇ１ｍＬ１筒,局,,,アルプロスタジル注５μｇシリンジ「ＭＥＤ」,メディサ新薬,後発品,,,"1,133",R2.3.31まで,,
注射薬,2190406G1040,アルプロスタジル,５μｇ１ｍＬ１筒,局,,,アルプロスタジル注５μｇシリンジ「サワイ」,沢井製薬,後発品,,,"1,133",,,
注射薬,2190406G1058,アルプロスタジル,５μｇ１ｍＬ１筒,局,,,アルプロスタジル注５μｇシリンジ「トーワ」,東和薬品,後発品,,,"1,133",,,
注射薬,2190406G1066,アルプロスタジル,５μｇ１ｍＬ１筒,局,,,アルプロスタジル注５μｇシリンジ「日医工」,日医工,後発品,,,"1,133",,,
注射薬,2190406G1082,アルプロスタジル,５μｇ１ｍＬ１筒,局,,,アルプロスタジル注５μｇシリンジ「Ｆ」,富士製薬工業,後発品,,,"1,133",,,
注射薬,2190406G1090,アルプロスタジル,５μｇ１ｍＬ１筒,,,,アルプロスタジル注５μｇシリンジ「科研」,武田テバファーマ,後発品,,,"1,133",,,
注射薬,2190406G2038,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,パルクス注ディスポ１０μｇ,大正製薬,,先発品,○,"3,426",,,
注射薬,2190406G2046,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,リプルキット注１０μｇ,田辺三菱製薬,,先発品,○,"3,362",,,
注射薬,2190406G2054,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,アルプロスタジル注１０μｇシリンジ「ＭＥＤ」,メディサ新薬,後発品,,,"1,289",R2.3.31まで,,
注射薬,2190406G2062,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,アルプロスタジル注１０μｇシリンジ「サワイ」,沢井製薬,後発品,,,"1,289",,,
注射薬,2190406G2070,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,アルプロスタジル注１０μｇシリンジ「トーワ」,東和薬品,後発品,,,"1,289",,,
注射薬,2190406G2089,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,アルプロスタジル注１０μｇシリンジ「日医工」,日医工,後発品,,,"1,289",,,
注射薬,2190406G2100,アルプロスタジル,１０μｇ２ｍＬ１筒,局,,,アルプロスタジル注１０μｇシリンジ「Ｆ」,富士製薬工業,後発品,,,"1,289",,,
注射薬,2190406G2119,アルプロスタジル,１０μｇ２ｍＬ１筒,,,,アルプロスタジル注１０μｇシリンジ「科研」,武田テバファーマ,後発品,,,"1,289",,,
注射薬,2190408A1089,アルガトロバン水和物,１０ｍｇ２０ｍＬ１管,,,,アルガトロバン注射液１０ｍｇ「サワイ」,沢井製薬,後発品,,,827,,,
注射薬,2190408A1097,アルガトロバン水和物,１０ｍｇ２０ｍＬ１管,,,,アルガトロバン注射液１０ｍｇ「日医工」,日医工,後発品,,,827,,,
注射薬,2190408A1100,アルガトロバン水和物,１０ｍｇ２０ｍＬ１管,,,,アルガトロバン注射液１０ｍｇ「ＳＮ」,シオノケミカル,後発品,,,827,,,
注射薬,2190408A2026,アルガトロバン水和物,１０ｍｇ２ｍＬ１管,,,,スロンノンＨＩ注１０ｍｇ／２ｍＬ,第一三共,,先発品,,"2,214",,,
注射薬,2190408A2034,アルガトロバン水和物,１０ｍｇ２ｍＬ１管,,,,ノバスタンＨＩ注１０ｍｇ／２ｍＬ,田辺三菱製薬,,先発品,,"2,185",,,
注射薬,2190408G1057,アルガトロバン水和物,１０ｍｇ２０ｍＬ１筒,,,,アルガトロバン注シリンジ１０ｍｇ「ＮＰ」,ニプロ,後発品,,,"1,032",,,
注射薬,2190408G1073,アルガトロバン水和物,１０ｍｇ２０ｍＬ１筒,,,,アルガトロバン注１０ｍｇシリンジ「ＳＮ」,シオノケミカル,後発品,,,"1,032",,,
注射薬,2190411F1037,インドメタシンナトリウム水和物,１ｍｇ１瓶,,,,インダシン静注用１ｍｇ,ノーベルファーマ,,先発品,,"6,641",,,
注射薬,2190413F1028,エポプロステノールナトリウム,０．５ｍｇ１瓶（溶解液付）,,,,静注用フローラン０．５ｍｇ,グラクソ・スミスクライン,,先発品,○,"13,136",,,
注射薬,2190413F1052,エポプロステノールナトリウム,０．５ｍｇ１瓶（溶解液付）,,,,エポプロステノール静注用０．５ｍｇ「ＡＣＴ」,アクテリオン　ファーマシューティカルズジャパン,後発品,,,"7,690",,,
注射薬,2190413F1060,エポプロステノールナトリウム,０．５ｍｇ１瓶（溶解液付）,,,,エポプロステノール静注用０．５ｍｇ「テバ」,武田テバファーマ,後発品,,,"7,690",,,
注射薬,2190413F2024,エポプロステノールナトリウム,０．５ｍｇ１瓶,,,,静注用フローラン０．５ｍｇ,グラクソ・スミスクライン,,先発品,○,"9,942",,,
注射薬,2190413F2032,エポプロステノールナトリウム,０．５ｍｇ１瓶,,,,エポプロステノール静注用０．５ｍｇ「Ｆ」,富士製薬工業,後発品,,,"5,734",,,
注射薬,2190413F2059,エポプロステノールナトリウム,０．５ｍｇ１瓶,,,,エポプロステノール静注用０．５ｍｇ「ＡＣＴ」,アクテリオン　ファーマシューティカルズジャパン,後発品,,,"5,734",,,
注射薬,2190413F2067,エポプロステノールナトリウム,０．５ｍｇ１瓶,,,,エポプロステノール静注用０．５ｍｇ「テバ」,武田テバファーマ,後発品,,,"5,734",,,
注射薬,2190413F3020,エポプロステノールナトリウム,１．５ｍｇ１瓶,,,,静注用フローラン１．５ｍｇ,グラクソ・スミスクライン,,先発品,○,"20,623",,,
注射薬,2190413F3039,エポプロステノールナトリウム,１．５ｍｇ１瓶,,,,エポプロステノール静注用１．５ｍｇ「Ｆ」,富士製薬工業,後発品,,,"10,691",,,
注射薬,2190413F3055,エポプロステノールナトリウム,１．５ｍｇ１瓶,,,,エポプロステノール静注用１．５ｍｇ「ＡＣＴ」,アクテリオン　ファーマシューティカルズジャパン,後発品,,,"10,691",,,
注射薬,2190413F3063,エポプロステノールナトリウム,１．５ｍｇ１瓶,,,,エポプロステノール静注用１．５ｍｇ「テバ」,武田テバファーマ,後発品,,,"10,691",,,
注射薬,2190413F4027,エポプロステノールナトリウム,１．５ｍｇ１瓶（溶解液付）,,,,静注用フローラン１．５ｍｇ,グラクソ・スミスクライン,,先発品,○,"22,525",,,
注射薬,2190413F4051,エポプロステノールナトリウム,１．５ｍｇ１瓶（溶解液付）,,,,エポプロステノール静注用１．５ｍｇ「ＡＣＴ」,アクテリオン　ファーマシューティカルズジャパン,後発品,,,"16,272",,,
注射薬,2190413F4060,エポプロステノールナトリウム,１．５ｍｇ１瓶（溶解液付）,,,,エポプロステノール静注用１．５ｍｇ「テバ」,武田テバファーマ,後発品,,,"16,272",,,
注射薬,2190414A1033,ファスジル塩酸塩水和物,３０．８ｍｇ２ｍＬ１管,,,,エリル点滴静注液３０ｍｇ,旭化成ファーマ,,先発品,,"2,438",,,
注射薬,2190415A1020,エポプロステノールナトリウム専用溶解液,５０ｍＬ１瓶,,,,静注用フローラン専用溶解液,グラクソ・スミスクライン,,先発品,○,"1,586",,,
注射薬,2190415A1038,エポプロステノールナトリウム専用溶解液,５０ｍＬ１瓶,,,,エポプロステノール静注用「Ｆ」専用溶解液,富士製薬工業,後発品,,,664,,,
注射薬,2190415A1054,エポプロステノールナトリウム専用溶解液,５０ｍＬ１瓶,,,,エポプロステノール静注用「テバ」専用溶解用液,武田テバファーマ,後発品,,,664,,,
注射薬,2190416A1024,トレプロスチニル,２０ｍｇ２０ｍＬ１瓶,,,,トレプロスト注射液２０ｍｇ,持田製薬,,先発品,,"175,668",,,
注射薬,2190416A2020,トレプロスチニル,５０ｍｇ２０ｍＬ１瓶,,,,トレプロスト注射液５０ｍｇ,持田製薬,,先発品,,"322,674",,,
注射薬,2190416A3027,トレプロスチニル,１００ｍｇ２０ｍＬ１瓶,,,,トレプロスト注射液１００ｍｇ,持田製薬,,先発品,,"512,274",,,
注射薬,2190416A4023,トレプロスチニル,２００ｍｇ２０ｍＬ１瓶,,,,トレプロスト注射液２００ｍｇ,持田製薬,,先発品,,"792,150",,,
注射薬,2190417A1029,イブプロフェン　Ｌ－リシン,２０ｍｇ２ｍＬ１瓶,,,,イブリーフ静注２０ｍｇ,千寿製薬,,先発品,,"13,253",,,
注射薬,2190501A1050,濃グリセリン・果糖,２００ｍＬ１瓶,,,,グリマッケン注,マイラン製薬,後発品,,,170,,,
注射薬,2190501A1093,濃グリセリン・果糖,２００ｍＬ１瓶,,,,グリポーゼ配合点滴静注,扶桑薬品工業,後発品,,,170,,,
注射薬,2190501A2073,濃グリセリン・果糖,３００ｍＬ１瓶,,,,グリマッケン注,マイラン製薬,後発品,,,251,,,
注射薬,2190501A2090,濃グリセリン・果糖,３００ｍＬ１瓶,,,,グリポーゼ配合点滴静注,扶桑薬品工業,後発品,,,251,,,
注射薬,2190501A3037,濃グリセリン・果糖,５００ｍＬ１瓶,,,,グリセノン注,共和クリティケア,後発品,,,327,R2.3.31まで,,
注射薬,2190501A3045,濃グリセリン・果糖,５００ｍＬ１瓶,,,,グリマッケン注,マイラン製薬,後発品,,,327,,,
注射薬,2190501A3100,濃グリセリン・果糖,５００ｍＬ１瓶,,,,グリセリン・果糖配合点滴静注「ＨＫ」,光製薬,後発品,,,327,,,
注射薬,2190501A3118,濃グリセリン・果糖,５００ｍＬ１瓶,,,,グリポーゼ配合点滴静注,扶桑薬品工業,後発品,,,327,,,
注射薬,2190501A4041,濃グリセリン・果糖,２００ｍＬ１袋,,,,グリセノン注,共和クリティケア,後発品,,,170,R2.3.31まで,,
注射薬,2190501A4084,濃グリセリン・果糖,２００ｍＬ１袋,,,,グリセオール注,太陽ファルマ,,先発品,○,232,,,
注射薬,2190501A4106,濃グリセリン・果糖,２００ｍＬ１袋,,,,グリセリン・果糖配合点滴静注「ＨＫ」,光製薬,後発品,,,170,,,
注射薬,2190501A4114,濃グリセリン・果糖,２００ｍＬ１袋,,,,グリセレブ配合点滴静注,テルモ,後発品,,,170,,,
注射薬,2190501A4122,濃グリセリン・果糖,２００ｍＬ１袋,,,,ヒシセオール配合点滴静注,ニプロ,後発品,,,170,,,
注射薬,2190501A5064,濃グリセリン・果糖,５００ｍＬ１袋,,,,グリセオール注,太陽ファルマ,,先発品,○,599,,,
注射薬,2190501A5080,濃グリセリン・果糖,５００ｍＬ１袋,,,,グリセレブ配合点滴静注,テルモ,後発品,,,327,,,
注射薬,2190501A5099,濃グリセリン・果糖,５００ｍＬ１袋,,,,ヒシセオール配合点滴静注,ニプロ,後発品,,,327,,,
注射薬,2190501A6044,濃グリセリン・果糖,３００ｍＬ１袋,,,,グリセノン注,共和クリティケア,後発品,,,251,R2.3.31まで,,
注射薬,2190501A6087,濃グリセリン・果糖,３００ｍＬ１袋,,,,グリセオール注,太陽ファルマ,,先発品,○,356,,,
注射薬,2190501A6109,濃グリセリン・果糖,３００ｍＬ１袋,,,,グリセリン・果糖配合点滴静注「ＨＫ」,光製薬,後発品,,,251,,,
注射薬,2190501A6117,濃グリセリン・果糖,３００ｍＬ１袋,,,,グリセレブ配合点滴静注,テルモ,後発品,,,251,,,
注射薬,2190501A6125,濃グリセリン・果糖,３００ｍＬ１袋,,,,ヒシセオール配合点滴静注,ニプロ,後発品,,,251,,,
注射薬,2213400A1011,ジモルホラミン,１．５％２ｍＬ１管,局,,,ジモルホラミン注射液,,,,,95,,,
注射薬,2213400A2018,ジモルホラミン,１．５％３ｍＬ１管,局,,,ジモルホラミン注射液,,,,,95,,,
注射薬,2213401A1032,レバロルファン酒石酸塩,０．１％１ｍＬ１管,局,,,ロルファン注射液１ｍｇ,武田テバ薬品,,,,97,,,
注射薬,2219400A1031,ドキサプラム塩酸塩水和物,２０ｍｇ１ｍＬバイアル,,,,ドプラム注射液４００ｍｇ,キッセイ薬品工業,,先発品,,106,,,
注射薬,2219402A1030,ナロキソン塩酸塩,０．２ｍｇ１ｍＬ１管,,,,ナロキソン塩酸塩静注０．２ｍｇ「第一三共」,第一三共,,先発品,,923,,,
注射薬,2219403A1027,フルマゼニル,０．５ｍｇ５ｍＬ１管,,,,アネキセート注射液０．５ｍｇ,アスペンジャパン,,先発品,○,"2,508",,,
注射薬,2219403A1035,フルマゼニル,０．５ｍｇ５ｍＬ１管,,,,フルマゼニル注射液０．５ｍｇ「Ｆ」,富士製薬工業,後発品,,,"1,338",,,
注射薬,2219403A1043,フルマゼニル,０．５ｍｇ５ｍＬ１管,,,,フルマゼニル静注液０．５ｍｇ「サワイ」,沢井製薬,後発品,,,"1,338",,,
注射薬,2219403A1060,フルマゼニル,０．５ｍｇ５ｍＬ１管,,,,フルマゼニル静注液０．５ｍｇ「ケミファ」,日本ケミファ,後発品,,,"1,338",,,
注射薬,2219403A1078,フルマゼニル,０．５ｍｇ５ｍＬ１管,,,,フルマゼニル静注液０．５ｍｇ「マイラン」,富士薬品,後発品,,,"1,338",,,
注射薬,2219403A1086,フルマゼニル,０．５ｍｇ５ｍＬ１管,,,,フルマゼニル静注液０．５ｍｇ「テバ」,武田テバファーマ,後発品,,,"1,174",,,
注射薬,2219403A2023,フルマゼニル,０．２ｍｇ２ｍＬ１管,,,,フルマゼニル静注液０．２ｍｇ「ケミファ」,日本ケミファ,後発品,,,559,,,
注射薬,2219403A2031,フルマゼニル,０．２ｍｇ２ｍＬ１管,,,,フルマゼニル静注液０．２ｍｇ「マイラン」,富士薬品,後発品,,,559,,,
注射薬,2221400A2010,エフェドリン塩酸塩,４％１ｍＬ１管,局,,,エフェドリン塩酸塩注射液,,,,,94,,,
注射薬,2221401A1050,ｄｌ－メチルエフェドリン塩酸塩,４％１ｍＬ１管,,,,メチエフ注４０ｍｇ,ニプロＥＳファーマ,,,,66,,,
注射薬,2223400A1042,デキストロメトルファン臭化水素酸塩水和物,０．５％１ｍＬ１管,,,,デキストロメトルファン臭化水素酸塩注射液５ｍｇ「日医工」,日医工,後発品,,,55,,,
注射薬,2234400A1054,ブロムヘキシン塩酸塩,０．２％２ｍＬ１管,,,,ブロムヘキシン塩酸塩注射液４ｍｇ「タイヨー」,武田テバファーマ,後発品,,,57,,,
注射薬,2234400A1062,ブロムヘキシン塩酸塩,０．２％２ｍＬ１管,,,,ビソルボン注４ｍｇ,サノフィ,,先発品,○,58,,,
注射薬,2249500A1039,グアイフェネシン,２ｍＬ１管,,,,フストジル注射液５０ｍｇ,京都薬品工業,,,,57,,,
注射薬,2252401A1030,テルブタリン硫酸塩,０．２ｍｇ１管,,,,ブリカニール皮下注０．２ｍｇ,アストラゼネカ,,先発品,,59,,,
注射薬,2290400D1033,オマリズマブ（遺伝子組換え）,１５０ｍｇ１瓶,,,,ゾレア皮下注用１５０ｍｇ,ノバルティス　ファーマ,,先発品,,"46,422",,,
注射薬,2290400D2021,オマリズマブ（遺伝子組換え）,７５ｍｇ１瓶,,,,ゾレア皮下注用７５ｍｇ,ノバルティス　ファーマ,,先発品,,"23,556",,,
注射薬,2290400G1021,オマリズマブ（遺伝子組換え）,７５ｍｇ０．５ｍＬ１筒,,,,ゾレア皮下注７５ｍｇシリンジ,ノバルティス　ファーマ,,先発品,,"23,625",,,
注射薬,2290400G2028,オマリズマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１筒,,,,ゾレア皮下注１５０ｍｇシリンジ,ノバルティス　ファーマ,,先発品,,"46,490",,,
注射薬,2290401D1020,メポリズマブ（遺伝子組換え）,１００ｍｇ１瓶,,,,ヌーカラ皮下注用１００ｍｇ,グラクソ・スミスクライン,,先発品,,"178,937",,,
注射薬,2290402G1020,ベンラリズマブ（遺伝子組換え）,３０ｍｇ１ｍＬ１筒,,,,ファセンラ皮下注３０ｍｇシリンジ,アストラゼネカ,,先発品,,"358,045",,,
注射薬,2314400A2045,ベルベリン硫酸塩水和物,０．１％２ｍＬ１管,,,,ベルベリン硫酸塩注２ｍｇ「日新」,日新製薬（山形）,,,,57,,,
注射薬,2325400A1077,シメチジン,１０％２ｍＬ１管,,,,タガメット注射液２００ｍｇ,大日本住友製薬,,先発品,○,134,,,
注射薬,2325400A1220,シメチジン,１０％２ｍＬ１管,,,,シメチジン注射液２００ｍｇ「サワイ」,沢井製薬,後発品,,,57,,,
注射薬,2325400A1239,シメチジン,１０％２ｍＬ１管,,,,シメチジン注２００ｍｇ「ＮＰ」,ニプロ,後発品,,,57,,,
注射薬,2325400A1255,シメチジン,１０％２ｍＬ１管,,,,シメチジン注２００ｍｇ「イセイ」,コーアイセイ,後発品,,,57,,,
注射薬,2325401A1020,ファモチジン,１０ｍｇ１ｍＬ１管,局,,,ガスター注射液１０ｍｇ,ＬＴＬファーマ,,先発品,,133,,,
注射薬,2325401A2027,ファモチジン,２０ｍｇ２ｍＬ１管,局,,,ガスター注射液２０ｍｇ,ＬＴＬファーマ,,先発品,,203,,,
注射薬,2325401A3031,ファモチジン,２０ｍｇ２０ｍＬ１管,局,,,ファモチジン静注２０ｍｇ「日新」,日新製薬（山形）,後発品,,,97,,,
注射薬,2325401A3040,ファモチジン,２０ｍｇ２０ｍＬ１管,局,,,ファモチジン静注２０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,108,,,
注射薬,2325401A4020,ファモチジン,１０ｍｇ１０ｍＬ１管,局,,,ファモチジン静注１０ｍｇ「日新」,日新製薬（山形）,後発品,,,97,,,
注射薬,2325401A4046,ファモチジン,１０ｍｇ１０ｍＬ１管,局,,,ファモチジン静注１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,97,,,
注射薬,2325401D1086,ファモチジン,２０ｍｇ１管,局,,,ファモチジン注射用２０ｍｇ「サワイ」,沢井製薬,後発品,,,97,,,
注射薬,2325401D1108,ファモチジン,２０ｍｇ１管,局,,,ファモチジン注射用２０ｍｇ「タカタ」,高田製薬,後発品,,,97,,,
注射薬,2325401D1116,ファモチジン,２０ｍｇ１管,局,,,ファモチジン注射用２０ｍｇ「オーハラ」,大原薬品工業,後発品,,,108,,,
注射薬,2325401D1124,ファモチジン,２０ｍｇ１管,局,,,ファモチジン注射用２０ｍｇ「テバ」,武田テバファーマ,後発品,,,97,,,
注射薬,2325401D1132,ファモチジン,２０ｍｇ１管,局,,,ファモチジン注用２０ｍｇ「トーワ」,東和薬品,後発品,,,97,,,
注射薬,2325401D2040,ファモチジン,１０ｍｇ１管,局,,,ファモチジン注射用１０ｍｇ「サワイ」,沢井製薬,後発品,,,97,,,
注射薬,2325401D2066,ファモチジン,１０ｍｇ１管,局,,,ファモチジン注射用１０ｍｇ「日医工」,日医工,後発品,,,97,,,
注射薬,2325401D2090,ファモチジン,１０ｍｇ１管,局,,,ファモチジン注射用１０ｍｇ「タカタ」,高田製薬,後発品,,,97,,,
注射薬,2325401D2104,ファモチジン,１０ｍｇ１管,局,,,ファモチジン注射用１０ｍｇ「オーハラ」,大原薬品工業,後発品,,,97,,,
注射薬,2325401D2112,ファモチジン,１０ｍｇ１管,局,,,ファモチジン注射用１０ｍｇ「テバ」,武田テバファーマ,後発品,,,97,,,
注射薬,2325401D2120,ファモチジン,１０ｍｇ１管,局,,,ファモチジン注用１０ｍｇ「トーワ」,東和薬品,後発品,,,97,,,
注射薬,2325401D3046,ファモチジン,２０ｍｇ１瓶,局,,,ファモチジン注射用２０ｍｇ「日医工」,日医工,後発品,,,108,,,
注射薬,2325402A1033,ラニチジン塩酸塩,２．５％２ｍＬ１管,,,,ザンタック注射液５０ｍｇ,グラクソ・スミスクライン,,先発品,○,98,,,
注射薬,2325402A1041,ラニチジン塩酸塩,２．５％２ｍＬ１管,,,,ラニチジン注射液５０ｍｇ「タイヨー」,武田テバファーマ,後発品,,,67,,,
注射薬,2325402A2030,ラニチジン塩酸塩,２．５％４ｍＬ１管,,,,ザンタック注射液１００ｍｇ,グラクソ・スミスクライン,,先発品,○,162,,,
注射薬,2325402A2048,ラニチジン塩酸塩,２．５％４ｍＬ１管,,,,ラニチジン注射液１００ｍｇ「タイヨー」,武田テバファーマ,後発品,,,121,,,
注射薬,2325402G1036,ラニチジン塩酸塩,５０ｍｇ２ｍＬ１筒,,,,ラニチジン注５０ｍｇシリンジ「ＮＰ」,ニプロ,後発品,,,208,,,
注射薬,2325402G2032,ラニチジン塩酸塩,１００ｍｇ４ｍＬ１筒,,,,ラニチジン注１００ｍｇシリンジ「ＮＰ」,ニプロ,後発品,,,220,,,
注射薬,2325403D1069,ロキサチジン酢酸エステル塩酸塩,７５ｍｇ１管,局,,,アルタット静注用７５ｍｇ,あすか製薬,,先発品,,192,,,
注射薬,2329401A1100,スルピリド,５０ｍｇ１管,,,,ドグマチール筋注５０ｍｇ,アステラス製薬,,先発品,,90,,,
注射薬,2329403D1025,オメプラゾールナトリウム,２０ｍｇ１瓶,,,,オメプラール注用２０,アストラゼネカ,,先発品,○,394,,,
注射薬,2329403D1041,オメプラゾールナトリウム,２０ｍｇ１瓶,,,,オメプラゾール注用２０ｍｇ「ＮＰ」,ニプロ,後発品,,,235,,,
注射薬,2329403D1050,オメプラゾールナトリウム,２０ｍｇ１瓶,,,,オメプラゾール注用２０ｍｇ「アメル」,共和薬品工業,後発品,,,235,R2.3.31まで,,
注射薬,2329403D1068,オメプラゾールナトリウム,２０ｍｇ１瓶,,,,オメプラゾール注射用２０ｍｇ「日医工」,日医工,後発品,,,235,,,
注射薬,2329403D1084,オメプラゾールナトリウム,２０ｍｇ１瓶,,,,オメプラゾール注用２０ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,235,,,
注射薬,2329404F1020,ランソプラゾール,３０ｍｇ１瓶,,,,タケプロン静注用３０ｍｇ,武田テバ薬品,,先発品,,421,,,
注射薬,2329604A1054,幼牛血液抽出物,２ｍＬ１管,,,,ソルコセリル注２ｍＬ,東菱薬品工業,,,,126,,,
注射薬,2329604A2050,幼牛血液抽出物,４ｍＬ１管,,,,ソルコセリル注４ｍＬ,東菱薬品工業,,,,202,,,
注射薬,2336400A1038,カルニチン塩化物,１０％２ｍＬ１管,,,,エントミン注２００ｍｇ,日医工,,,,55,,,
注射薬,2362400A2018,デヒドロコール酸,１０％１０ｍＬ１管,局,,,デヒドロコール酸注射液,,,,,494,,,
注射薬,2391400A3024,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,カイトリル注１ｍｇ,太陽ファルマ,,先発品,○,"1,170",,,
注射薬,2391400A3032,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「ＡＦＰ」,大興製薬,後発品,,,873,,,
注射薬,2391400A3067,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「ＮＫ」,沢井製薬,後発品,,,873,,,
注射薬,2391400A3075,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「アイロム」,共和クリティケア,後発品,,,533,,,
注射薬,2391400A3105,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「日医工」,日医工,後発品,,,873,,,
注射薬,2391400A3121,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「マイラン」,マイラン製薬,後発品,,,873,,,
注射薬,2391400A3130,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「サワイ」,メディサ新薬,後発品,,,873,,,
注射薬,2391400A3148,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「トーワ」,東和薬品,後発品,,,873,,,
注射薬,2391400A3156,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「ＨＫ」,光製薬,後発品,,,873,,,
注射薬,2391400A3164,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,873,,,
注射薬,2391400A3172,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「Ｆ」,富士製薬工業,後発品,,,873,,,
注射薬,2391400A3180,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「ＦＦＰ」,シオノケミカル,後発品,,,873,,,
注射薬,2391400A3199,グラニセトロン塩酸塩,１ｍｇ１ｍＬ１管,,,,グラニセトロン静注液１ｍｇ「テバ」,武田テバファーマ,後発品,,,873,,,
注射薬,2391400A4020,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,カイトリル注３ｍｇ,太陽ファルマ,,先発品,○,"2,543",,,
注射薬,2391400A4039,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「ＡＦＰ」,大興製薬,後発品,,,"1,633",,,
注射薬,2391400A4055,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「Ｆ」,富士製薬工業,後発品,,,"1,633",,,
注射薬,2391400A4071,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「ＮＫ」,沢井製薬,後発品,,,"1,633",,,
注射薬,2391400A4080,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「アイロム」,共和クリティケア,後発品,,,"1,025",,,
注射薬,2391400A4110,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「トーワ」,東和薬品,後発品,,,"1,633",,,
注射薬,2391400A4128,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「日医工」,日医工,後発品,,,"1,633",,,
注射薬,2391400A4144,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「マイラン」,マイラン製薬,後発品,,,"1,633",,,
注射薬,2391400A4152,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「サワイ」,メディサ新薬,後発品,,,"1,025",,,
注射薬,2391400A4160,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「ＨＫ」,光製薬,後発品,,,"1,025",,,
注射薬,2391400A4179,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,"1,633",,,
注射薬,2391400A4187,グラニセトロン塩酸塩,３ｍｇ３ｍＬ１管,,,,グラニセトロン静注液３ｍｇ「ＦＦＰ」,シオノケミカル,後発品,,,"1,633",,,
