院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	クラリシッド錠50mg小児用	Klaricid	日本ケミファ		錠：内服	50mg1錠	39.40円／錠	局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1023	111219102，111219103，111219104		クラリシッド50	白		低置換度ヒドロキシプロピルセルロース，トウモロコシデンプン，軽質無水ケイ酸，メタケイ酸アルミン酸マグネシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，硬化油，カルナウバロウ，パラフィン，ショ糖脂肪酸エステル，ポリソルベート80，ポリビニルアルコール（部分けん化物），ヒプロメロース，酸化チタン
	クラリシッド錠200mg	Klaricid	日本ケミファ		錠：内服	200mg1錠	57.50円／錠	局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2020	111221402，111221403，111221404		クラリシッド200	白		デンプングリコール酸ナトリウム，トウモロコシデンプン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，カルナウバロウ，パラフィン，ショ糖脂肪酸エステル，ポリソルベート80，ポリビニルアルコール（部分けん化物），ヒプロメロース，酸化チタン，軽質無水ケイ酸
	クラリス錠50小児用	Clarith	大正製薬	大正富山医薬品	錠：内服	50mg1錠	37.90円／錠	局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1031	111220701，111220702		T17	白		低置換度ヒドロキシプロピルセルロース，トウモロコシデンプン，軽質無水ケイ酸，メタケイ酸アルミン酸マグネシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，硬化油，カルナウバロウ，パラフィン，ショ糖脂肪酸エステル，ポリソルベート80，ポリビニルアルコール（部分けん化物），ヒプロメロース，酸化チタン
	クラリス錠200	Clarith	大正製薬		錠：内服	200mg1錠	56.30円／錠	局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2038	111222101，111222102		クラリス200	白		デンプングリコール酸ナトリウム，トウモロコシデンプン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，カルナウバロウ，パラフィン，ショ糖脂肪酸エステル，ポリソルベート80，ポリビニルアルコール（部分けん化物），ヒプロメロース，酸化チタン，軽質無水ケイ酸
	クラリスドライシロップ10％小児用	Clarith	大正製薬		ドライシロップ：内服	100mg1g	63.80円／g	局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1143	111224501，111224502	薬価収載2007.06.15	T16	微赤白		モノステアリン酸グリセリン，アミノアルキルメタクリレートコポリマーE，アンモニオアルキルメタクリレートコポリマー，ソルビン酸，水酸化ナトリウム，ポリソルベート80，カルメロースナトリウム，軽質無水ケイ酸，酸化マグネシウム，D-マンニトール，トウモロコシデンプン，ヒドロキシプロピルセルロース，サッカリンナトリウム水和物，メタケイ酸アルミン酸マグネシウム，三二酸化鉄，香料
	【削除品】クラリスロマイシンDS10％「MEEK」	Clarithromycin「MEEK」	小林化工	Meiji Seikaファルマ	ドライシロップ：内服	100mg1g	40.10円／g	後処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1097		薬価削除2021.03.31〔代替品：クラリスロマイシンDS10％小児用「MEEK」〕				結晶セルロース，D-マンニトール，ヒドロキシプロピルセルロース，エチルセルロース，セタノール，ラウリル硫酸ナトリウム，クエン酸トリエチル，アミノアルキルメタアクリレートコポリマーE，ステアリン酸，タルク，軽質無水ケイ酸，炭酸マグネシウム，香料，その他3成分
	クラリスロマイシンDS10％小児用「EMEC」	Clarithromycin「EMEC」	メディサ新薬	エルメッド，日医工	ドライシロップ：内服	100mg1g	36.10円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1046	117424301，117424302	薬価収載2006.07.07				アミノアルキルメタクリレートコポリマーE，エチルセルロース，カルメロースナトリウム，軽質無水ケイ酸，香料，サッカリンナトリウム，酸化マグネシウム，トウモロコシデンプン，ヒドロキシプロピルセルロース，没食子酸プロピル，D-マンニトール
	クラリスロマイシンDS10％小児用「MEEK」	Clarithromycin「MEEK」	小林化工	Meiji Seikaファルマ	ドライシロップ：内服	100mg1g	36.10円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1232	117311601，117311602	薬価収載2020.06.19，旧：クラリスロマイシンDS10％「MEEK」				結晶セルロース，D-マンニトール，ヒドロキシプロピルセルロース，エチルセルロース，セタノール，ラウリル硫酸ナトリウム，クエン酸トリエチル，アミノアルキルメタアクリレートコポリマーE，ステアリン酸，タルク，軽質無水ケイ酸，炭酸マグネシウム，香料，その他3成分
	クラリスロマイシンDS10％小児用「サワイ」	Clarithromycin	沢井製薬		ドライシロップ：内服	100mg1g	25.90円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1054	117425001	薬価収載2006.07.07				アミノアルキルメタクリレートコポリマーE，エチルセルロース，カルメロースNa，軽質無水ケイ酸，サッカリンNa，酸化Mg，トウモロコシデンプン，ヒドロキシプロピルセルロース，没食子酸プロピル，D-マンニトール，香料
	クラリスロマイシンDS10％小児用「日医工」【経過措置】	Clarithromycin	日医工		ドライシロップ：内服	100mg1g	25.90円／g	後処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1070	117328401	薬価削除予定2022.03.31				D-マンニトール，セルロース，カルメロースナトリウム，タルク，酸化マグネシウム，無水ケイ酸，ヒドロキシプロピルセルロース，アミノアルキルメタクリレートコポリマーE，アンモニオアルキルメタクリレートコポリマー，サッカリンナトリウム，香料
	クラリスロマイシンDS小児用10％「科研」	Clarithromycin	シオノケミカル	科研製薬	ドライシロップ：内服	100mg1g	36.10円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1224	117937801	薬価収載2018.12.14				タルク，精製白糖，酸化マグネシウム，トウモロコシデンプン，カルメロースナトリウム，ヒドロキシプロピルセルロース，サッカリンナトリウム水和物，ジメチルポリシロキサン，二酸化ケイ素，香料，プロピレングリコール，その他2成分
	クラリスロマイシンDS小児用10％「タカタ」	Clarithromycin	高田製薬	大原薬品工業	ドライシロップ：内服	100mg1g	36.10円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1062	117423601，117423602，117423603	薬価収載2006.07.07				アミノアルキルメタクリレートコポリマーE，ポリビニルアセタールジエチルアミノアセテート，モノステアリン酸グリセリン，タルク，メタケイ酸アルミン酸マグネシウム，エリスリトール，D-マンニトール，ヒドロキシプロピルセルロース，酸化マグネシウム，サッカリンナトリウム水和物，グリチルリチン酸一アンモニウム，アセスルファムカリウム，カラメル，香料
	クラリスロマイシンDS小児用10％「トーワ」	Clarithromycin“TOWA”	東和薬品		ドライシロップ：内服	100mg1g	36.10円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1216	117530101	薬価収載2013.06.21				D-マンニトール，メタケイ酸アルミン酸Mg，酸化Mg，ヒドロキシプロピルセルロース，エチルセルロース，アミノアルキルメタクリレートコポリマーE，ステアリン酸Mg，マクロゴール6000，結晶セルロース，カルメロースNa，サッカリンNa水和物，アセスルファムカリウム，タルク，香料，デキストリン，アラビアガム
	クラリスロマイシン錠50mg小児用「CEO」	Clarithromycin	セオリアファーマ	武田薬品工業	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1244	117372701	薬価収載2021.06.01，旧：マインベース錠50小児用	CEO511	白		クロスポビドン，軽質無水ケイ酸，結晶セルロース，酸化チタン，ステアリン酸カルシウム，トウモロコシデンプン，ヒドロキシプロピルセルロース，ヒプロメロース，ポリソルベート80
	クラリスロマイシン錠50mg小児用「CH」		長生堂製薬	日本ジェネリック	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1040	117411302，117411303	薬価収載2006.07.07	〓41	白		トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，ステアリン酸カルシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン
	クラリスロマイシン錠50mg小児用「EMEC」	Clarithromycin「EMEC」	メディサ新薬	エルメッド，日医工	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1058	117408301，117408302	薬価収載2006.07.07	EE55	白		カルナウバロウ，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，ヒドロキシプロピルセルロース，ヒプロメロース，ポリソルベート80，マクロゴール6000，メタケイ酸アルミン酸マグネシウム
	クラリスロマイシン錠50mg小児用「NP」	Clarithromycin	ニプロ		錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1198	120793401	薬価収載2011.06.24	NP575 NP-575	白		クロスポビドン，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠50mg小児用「NPI」	Clarithromycin	日本薬品工業	日本ケミファ	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1066	117409001，117409002，117409003	薬価収載2006.07.07	NPI MP	白		カルナウバロウ，クロスポビドン，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ヒプロメロース，ポリソルベート80，マクロゴール6000
	クラリスロマイシン錠50mg小児用「杏林」	Clarithromycin“KYORIN”	キョーリンリメディオ	杏林製薬	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1201	117412002，117412003	薬価収載2012.12.14	PH／713 PH713	白		トウモロコシデンプン，セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，ステアリン酸カルシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン
	クラリスロマイシン錠50mg小児用「サワイ」	Clarithromycin	沢井製薬		錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1090	117410601	薬価収載2006.07.07	SW CM50	白		カルナウバロウ，軽質無水ケイ酸，酸化チタン，ステアリン酸Mg，タルク，トウモロコシデンプン，ヒドロキシプロピルセルロース，ヒプロメロース，ポリソルベート80，マクロゴール6000，メタケイ酸アルミン酸Mg
	クラリスロマイシン錠50mg小児用「タイヨー」	Clarithromycin	武田テバファーマ	武田薬品工業	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1104	117292801，117292803	薬価収載2006.07.07	t61 t061	白		軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，低置換度ヒドロキシプロピルセルロース，トウモロコシデンプン，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール6000，メタケイ酸アルミン酸マグネシウム
	クラリスロマイシン錠50mg小児用「日医工」	Clarithromycin	日医工		錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1120	117326001	薬価収載2006.07.07	〓074 〓074	白		セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，無水ケイ酸，タルク，硬化油，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠50mg小児用「マイラン」	Clarithromycin“Mylan”	マイラン製薬	ファイザー	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1180	117413701，117413702	薬価収載2008.02.01	M555	白		トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，ステアリン酸カルシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン
	クラリスロマイシン錠50小児用「MEEK」	Clarithromycin「MEEK」	小林化工	Meiji Seikaファルマ	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1171	117956901，117956902	薬価収載2007.07.06	MK26	白		トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，軽質無水ケイ酸，ヒドロキシプロピルセルロース，メタケイ酸アルミン酸マグネシウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール400
	【削除品】クラリスロマイシン錠50小児用「TCK」	Clarithromycin	辰巳化学	ニプロESファーマ	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1082		薬価削除2021.03.31〔代替品：クラリスロマイシン錠小児用50mg「TCK」〕				クロスポビドン，無水ケイ酸，ステアリン酸Mg，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200「MEEK」	Clarithromycin「MEEK」	小林化工	Meiji Seikaファルマ	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2062	117310901，117310902	薬価収載2006.07.07	MK15	白		乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，デンプングリコール酸ナトリウム，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール400
	【削除品】クラリスロマイシン錠200「TCK」	Clarithromycin	辰巳化学		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2097		薬価削除2021.03.31〔代替品：クラリスロマイシン錠200mg「TCK」〕				クロスポビドン，無水ケイ酸，ステアリン酸Mg，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200mg「CEO」	Clarithromycin	セオリアファーマ	武田薬品工業	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2275	117373401	薬価収載2020.12.01，旧：マインベース錠200	CEO512	白		クロスポビドン，軽質無水ケイ酸，結晶セルロース，酸化チタン，ステアリン酸カルシウム，トウモロコシデンプン，ヒドロキシプロピルセルロース，ヒプロメロース，ポリソルベート80
	クラリスロマイシン錠200mg「CH」		長生堂製薬	日本ジェネリック	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2046	117419902，117419903	薬価収載2006.07.07	〓43	白		トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，ステアリン酸カルシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン
	クラリスロマイシン錠200mg「EMEC」	Clarithromycin「EMEC」	メディサ新薬	エルメッド，日医工	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2054	117415101，117415102	薬価収載2006.07.07	EE56 200	白		カルナウバロウ，クロスポビドン，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，タルク，ヒプロメロース，ポリソルベート80，ポリビニルアルコール（部分けん化物），マクロゴール6000，D-マンニトール
	クラリスロマイシン錠200mg「NP」	Clarithromycin	ニプロ		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2216	120794101	薬価収載2011.06.24	NP573 NP-573	白		クロスポビドン，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200mg「NPI」	Clarithromycin	日本薬品工業	日本ケミファ	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2070	117416801，117416802，117416803	薬価収載2006.07.07	NPI614	白		カルナウバロウ，クロスポビドン，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ヒプロメロース，ポリソルベート80，マクロゴール6000
	クラリスロマイシン錠200mg「TCK」	Clarithromycin	辰巳化学		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2267	117414401	薬価収載2020.06.01，旧：クラリスロマイシン錠200「TCK」	Tu606	白		クロスポビドン，無水ケイ酸，ステアリン酸Mg，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200mg「科研」	Clarithromycin	シオノケミカル	科研製薬	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2240	117367301	薬価収載2018.12.14	CY22 CRY-200	白		トウモロコシデンプン，メタケイ酸アルミン酸マグネシウム，無水ケイ酸，クロスポビドン，ポビドン，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン
	クラリスロマイシン錠200mg「杏林」	Clarithromycin“KYORIN”	キョーリンリメディオ	杏林製薬	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2224	117421202，117421203，117421204	薬価収載2012.12.14	PH714	白		トウモロコシデンプン，セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，ステアリン酸カルシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン
	クラリスロマイシン錠200mg「サワイ」	Clarithromycin	沢井製薬		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2100	117417501	薬価収載2006.07.07	SW CM200	白		カルナウバロウ，クロスポビドン，軽質無水ケイ酸，酸化チタン，ステアリン酸Mg，タルク，ヒプロメロース，ポリソルベート80，ポリビニルアルコール（部分けん化物），マクロゴール6000，D-マンニトール
	【削除品】クラリスロマイシン錠200mg「サンド」	Clarithromycin［SANDOZ］	サンド		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2119		薬価削除2021.03.31				結晶セルロース，クロスカルメロースナトリウム，ヒドロキシプロピルセルロース，ステアリン酸，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，タルク
	クラリスロマイシン錠200mg「タイヨー」	Clarithromycin	武田テバファーマ	武田薬品工業	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2127	117293501，117293503，117293504	薬価収載2006.07.07	t62 t062	白		クロスポビドン，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，トウモロコシデンプン，ヒプロメロース，ポビドン，マクロゴール6000，メタケイ酸アルミン酸マグネシウム
	クラリスロマイシン錠200mg「タカタ」	Clarithromycin	高田製薬	大原薬品工業	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2135	117420501，117420502	薬価収載2006.07.07	クラリスロマイシン200タカタ	白		乳糖水和物，クロスポビドン，ステアリン酸マグネシウム，ポビドン，軽質無水ケイ酸，ヒプロメロース，ポリビニルアルコール（部分けん化物），酸化チタン，ショ糖脂肪酸エステル，ポリソルベート80，カルナウバロウ，パラフィン
	クラリスロマイシン錠200mg「タナベ」	Clarithromycin	ニプロESファーマ		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2208	118510201	薬価収載2008.07.04	TG137	白		クロスポビドン，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200mg「トーワ」	Clarithromycin“TOWA”	東和薬品		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2232	117529501	薬価収載2013.06.21	Tw714	白		リン酸水素Ca水和物，ポリビニルアルコール（部分けん化物），クロスポビドン，軽質無水ケイ酸，ステアリン酸Mg，ヒプロメロース，マクロゴール6000，タルク，酸化チタン
	クラリスロマイシン錠200mg「日医工」	Clarithromycin	日医工		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2143	117327701	薬価収載2006.07.07	〓073 〓073	白		D-マンニトール，ポビドン，クロスポビドン，タルク，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200mg「フェルゼン」	Clarithromycin	フェルゼンファーマ		錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2259	126591001	薬価収載2018.12.14	F13	白		クロスポビドン，無水ケイ酸，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠200mg「マイラン」	Clarithromycin“Mylan”	マイラン製薬	ファイザー	錠：内服	200mg1錠	23.10円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F2194	117422901，117422902	薬価収載2008.02.01	M556	白		トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，クロスポビドン，ポリソルベート80，ステアリン酸カルシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン
	クラリスロマイシン錠小児用50mg「TCK」	Clarithromycin	辰巳化学	ニプロESファーマ	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1236	117407601，117407605	薬価収載2020.06.01，旧：クラリスロマイシン錠50小児用「TCK」	Tu605	白		クロスポビドン，無水ケイ酸，ステアリン酸Mg，ヒドロキシプロピルセルロース，ポリソルベート80，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	クラリスロマイシン錠小児用50mg「科研」	Clarithromycin	シオノケミカル	科研製薬	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1228	117368001	薬価収載2018.12.14	CY21 CRY-50	白		トウモロコシデンプン，無水ケイ酸，メタケイ酸アルミン酸マグネシウム，低置換度ヒドロキシプロピルセルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン
	クラリスロマイシン錠小児用50mg「タカタ」	Clarithromycin	高田製薬	大原薬品工業	錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1112	117406901，117406902，117406903	薬価収載2006.07.07	m50 TTS-635	白		低置換度ヒドロキシプロピルセルロース，トウモロコシデンプン，メタケイ酸アルミン酸マグネシウム，軽質無水ケイ酸，ヒドロキシプロピルセルロース，硬化油，ステアリン酸マグネシウム，ヒプロメロース，ポリビニルアルコール（部分けん化物），酸化チタン，ショ糖脂肪酸エステル，ポリソルベート80，カルナウバロウ，パラフィン
	クラリスロマイシン錠小児用50mg「トーワ」	Clarithromycin“TOWA”	東和薬品		錠：内服	50mg1錠	15.70円／錠	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003F1210	117528801	薬価収載2013.06.21	Tw713	白		リン酸水素Ca水和物，メタケイ酸アルミン酸Mg，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，軽質無水ケイ酸，ステアリン酸Mg，ヒプロメロース，マクロゴール6000，タルク，酸化チタン
	クラリスロマイシンドライシロップ10％小児用「タイヨー」	Clarithromycin	武田テバファーマ	武田薬品工業	ドライシロップ：内服	100mg1g	36.10円／g	後局処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1160	117811101，117811102	薬価収載2007.07.06				アミノアルキルメタクリレートコポリマーE，エチルセルロース，カルメロースナトリウム，含水二酸化ケイ素，サッカリンナトリウム水和物，酸化マグネシウム，ジメチルポリシロキサン，精製白糖，タルク，トウモロコシデンプン，二酸化ケイ素，ヒドロキシプロピルセルロース，プロピレングリコール，香料
	【削除品】クラリスロマイシンドライシロップ10％小児用「マイラン」	Clarithromycin“Mylan”	マイラン製薬	ファイザー	ドライシロップ：内服	100mg1g	28.90円／g	後処	マクロライド系抗生物質	614	クラリスロマイシン	clarithromycin（JP）	6149003R1186		薬価削除2021.03.31				ポビドン，ヒドロキシプロピルセルロース，アミノアルキルメタクリレートコポリマーE，タルク，精製白糖，アスパルテーム（L-フェニルアラニン化合物），デキストリン，D-マンニトール，アラビアゴム，シリコーン樹脂，香料
	クリスマシンM静注用400単位	Christmassin M	日本血液製剤機構		静注用：注射	400単位1瓶（溶解液付）	24,880.00円／瓶	特処	血友病治療用血漿分画剤	634	乾燥人血液凝固第IX因子	freeze-dried human blood-coagulation factor IX	6343429D6037	111607603，111607604	薬価収載2008.12.01				人血清アルブミン，クエン酸ナトリウム水和物，塩化ナトリウム，水酸化ナトリウム，塩酸
	クリスマシンM静注用1000単位	Christmassin M	日本血液製剤機構		静注用：注射	1,000単位1瓶（溶解液付）	35,382.00円／瓶	特処	血友病治療用血漿分画剤	634	乾燥人血液凝固第IX因子	freeze-dried human blood-coagulation factor IX	6343429D8048	111609006，111609007	薬価収載2008.12.01				人血清アルブミン，クエン酸ナトリウム水和物，塩化ナトリウム，水酸化ナトリウム，塩酸
	クリンダマイシン注300mgシリンジ「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	キット：注射	300mg2mL1筒	156.00円／筒	後局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401G1022	118226201，118226202	薬価収載2007.12.21				ベンジルアルコール，pH調節剤
	クリンダマイシン注600mgシリンジ「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	キット：注射	600mg4mL1筒	255.00円／筒	後局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401G2029	118227901，118227902	薬価収載2007.12.21				ベンジルアルコール，pH調節剤
	クリンダマイシン注射液300mg「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	注射液：注射	300mg1管	143.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1127	110648001，110648002	薬価収載2008.12.19				ベンジルアルコール，pH調節剤
	クリンダマイシン注射液600mg「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	注射液：注射	600mg1管	192.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2140	110654101，110654102	薬価収載2008.12.19				ベンジルアルコール，pH調節剤
	クリンダマイシンリン酸エステル注300mg「F」	Clindamycin Phosphate	富士製薬工業		注射液：注射	300mg1管	143.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1160	110647301	薬価収載2015.06.19				ベンジルアルコール，塩酸（pH調節剤），水酸化ナトリウム（pH調節剤）
