区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
外用薬,1319735Q1055,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,,,ペミリドン点眼液０．１％,テイカ製薬,後発品,483.10,,
外用薬,1319735Q1063,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,,,ペミラストン点眼液０．１％,アルフレッサファーマ,,743.20,,
外用薬,1319735Q1071,ペミロラストカリウム,５ｍｇ５ｍＬ１瓶,,,アレギサール点眼液０．１％,参天製薬,,858.50,,
外用薬,1319736Q1041,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,アレニスト点眼液０．５％,東亜薬品,後発品,651.20,,
外用薬,1319736Q1050,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,ガレシロール点眼液０．５％,シオノケミカル,後発品,596.90,,
外用薬,1319736Q1068,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,トラメラスＰＦ点眼液０．５％,日本点眼薬研究所,,715.20,,
外用薬,1319736Q1076,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,リザベン点眼液０．５％,キッセイ薬品工業,,777.30,,
外用薬,1319736Q1084,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,トラメラス点眼液０．５％,ニッテン,,651.20,,
外用薬,1319736Q1092,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,トラニラスト点眼液０．５％「ＴＳ」,テイカ製薬,後発品,596.90,,
外用薬,1319736Q1106,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,トラニラスト点眼液０．５％「サワイ」,沢井製薬,後発品,596.90,,
外用薬,1319736Q1114,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,トラニラスト点眼液０．５％「ＪＧ」,日本ジェネリック,後発品,596.90,,H22.11.19収載
外用薬,1319736Q1122,トラニラスト,２５ｍｇ５ｍＬ１瓶,,,トラニラスト点眼液０．５％「ＦＦＰ」,富士フイルムファーマ,後発品,596.90,,H23.11.28収載
外用薬,1319737Q1038,塩酸アプラクロニジン,１％０．１ｍＬ１個,,,アイオピジンＵＤ点眼液１％,日本アルコン,,703.50,,
外用薬,1319738Q1024,塩酸ドルゾラミド,０．５％１ｍＬ,,,トルソプト点眼液０．５％,ＭＳＤ,,199.50,,
外用薬,1319738Q2020,塩酸ドルゾラミド,１％１ｍＬ,,,トルソプト点眼液１％,ＭＳＤ,,290.50,,
外用薬,1319739Q1029,ラタノプロスト,０．００５％１ｍＬ,,,キサラタン点眼液,ファイザー,,928.50,H22.6.30まで,
外用薬,1319739Q1037,ラタノプロスト,０．００５％１ｍＬ,,,キサラタン点眼液０．００５％,ファイザー,,928.50,,
外用薬,1319739Q1045,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＡＡ」,バイオテックベイ,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1053,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＫＲＭ」,キョーリンリメディオ,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1061,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＮＳ」,日新製薬（山形）,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1070,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＴＯＡ」,東亜薬品,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1088,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＴＳ」,テイカ製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1096,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「アメル」,共和薬品工業,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1100,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「イセイ」,イセイ,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1118,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「科研」,科研製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1126,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「キッセイ」,キッセイ薬品工業,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1134,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ケミファ」,日本ケミファ,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1142,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「コーワ」,興和,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1150,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「サワイ」,沢井製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1169,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「三和」,三和化学研究所,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1177,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「センジュ」,千寿製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1185,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「タカタ」,高田製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1193,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「トーワ」,東和薬品,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1207,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「日医工」,日医工,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1215,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ニッテン」,ニッテン,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1223,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ニットー」,日東メディック,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1231,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「マイラン」,マイラン製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1240,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「わかもと」,わかもと製薬,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1258,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロストＰＦ点眼液０．００５％「日点」,日本点眼薬研究所,後発品,618.40,,H22.5.28収載
外用薬,1319739Q1266,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＮＰ」,ニプロファーマ,後発品,556.60,,H22.11.19収載
外用薬,1319739Q1274,ラタノプロスト,０．００５％１ｍＬ,,,ラタノプロスト点眼液０．００５％「ＣＨ」,長生堂製薬,後発品,556.60,,H23.11.28収載
外用薬,1319740Q1048,ニプラジロール,０．２５％１ｍＬ,,,ニプラノール点眼液０．２５％,テイカ製薬,,380.30,,
外用薬,1319740Q1056,ニプラジロール,０．２５％１ｍＬ,,,ハイパジールコーワ点眼液０．２５％,興和,,417.70,,
外用薬,1319740Q1064,ニプラジロール,０．２５％１ｍＬ,,,ニプラジロール点眼液０．２５％「ＴＯＡ」,東亜薬品,後発品,310.60,,
外用薬,1319740Q1072,ニプラジロール,０．２５％１ｍＬ,,,ニプラジロール点眼液０．２５％「サワイ」,沢井製薬,後発品,274.70,,
外用薬,1319740Q1080,ニプラジロール,０．２５％１ｍＬ,,,ニプラジロール点眼液０．２５％「ニッテン」,ニッテン,後発品,310.60,,
外用薬,1319740Q1099,ニプラジロール,０．２５％１ｍＬ,,,ニプラジロールＰＦ点眼液０．２５％「日点」,日本点眼薬研究所,後発品,316.20,,
外用薬,1319740Q1102,ニプラジロール,０．２５％１ｍＬ,,,ニプラジロール点眼液０．２５％「わかもと」,わかもと製薬,後発品,316.20,,
外用薬,1319741Q1042,イブジラスト,０．５ｍｇ５ｍＬ１瓶,,,アイビナール点眼液０．０１％,ＭＳＤ,,960.50,,
外用薬,1319741Q1050,イブジラスト,０．５ｍｇ５ｍＬ１瓶,,,ケタス点眼液０．０１％,杏林製薬,,950.20,,
外用薬,1319742Q1039,レボフロキサシン水和物,０．５％１ｍＬ,,,クラビット点眼液０．５％,参天製薬,,138.10,,
外用薬,1319742Q1047,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＣＨ」,長生堂製薬,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1055,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＦＦＰ」,興和,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1063,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＪＧ」,日本ジェネリック,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1071,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＮＰ」,日東メディック,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1080,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＴＯＡ」,東亜薬品,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1098,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＴＳ」,テイカ製薬,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1101,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「ＹＤ」,陽進堂,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1110,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「アメル」,共和薬品工業,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1128,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「オーハラ」,大原薬品工業,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1136,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「科研」,ダイト,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1144,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「キッセイ」,キッセイ薬品工業,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1152,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「杏林」,キョーリンリメディオ,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1160,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「興和テバ」,大正薬品工業,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1179,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「タカタ」,高田製薬,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1187,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「トーワ」,東和薬品,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1195,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「日医工」,日医工,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1209,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「日新」,日新製薬（山形）,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1217,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「日点」,日本点眼薬研究所,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1225,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「マイラン」,マイラン製薬,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q1233,レボフロキサシン水和物,０．５％１ｍＬ,,,レボフロキサシン点眼液０．５％「わかもと」,わかもと製薬,後発品,92.00 ,,H23.11.28収載
外用薬,1319742Q2027,レボフロキサシン水和物,１．５％１ｍＬ,,,クラビット点眼液１．５％,参天製薬,,138.10,,H23.3.18収載
外用薬,1319743Q1033,ブロムフェナクナトリウム水和物,０．１％１ｍＬ,,,ブロナック点眼液０．１％,千寿製薬,,121.70,,
外用薬,1319744Q1020,塩酸レボブノロール,０．５％１ｍＬ,,,ミロル点眼液０．５％,杏林製薬,,458.40,,
外用薬,1319744Q1038,塩酸レボブノロール,０．５％１ｍＬ,,,レボブノロール塩酸塩点眼液０．５％「ニッテン」,ニッテン,後発品,350.90,,
外用薬,1319744Q1046,塩酸レボブノロール,０．５％１ｍＬ,,,レボブノロール塩酸塩ＰＦ点眼液０．５％「日点」,日本点眼薬研究所,後発品,350.90,,H22.11.19収載
外用薬,1319745Q1024,アシタザノラスト水和物,５ｍｇ５ｍＬ１瓶,,,ゼペリン点眼液０．１％,わかもと製薬,,898.10,,
外用薬,1319746Q1029,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,リボスチン点眼液０．０２５％,ヤンセンファーマ,,157.90,,
外用薬,1319746Q1037,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン点眼液０．０２５％「ＴＳ」,テイカ製薬,後発品,120.00,,
外用薬,1319746Q1045,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン点眼液０．０２５％「サワイ」,沢井製薬,後発品,114.10,,
外用薬,1319746Q1053,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン塩酸塩点眼液０．０２５％「ＴＯＡ」,東亜薬品,後発品,120.00,,
外用薬,1319746Q1061,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン塩酸塩点眼液０．０２５％「三和」,三和化学研究所,後発品,114.10,,
外用薬,1319746Q1070,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン塩酸塩点眼液０．０２５％「わかもと」,わかもと製薬,後発品,120.00,,
外用薬,1319746Q1088,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン点眼液０．０２５％「イセイ」,イセイ,後発品,114.10,,
外用薬,1319746Q1096,レボカバスチン塩酸塩,０．０２５％１ｍＬ,,,レボカバスチン点眼液０．０２５％「ＦＦＰ」,富士フイルムファーマ,後発品,114.10,,H23.11.28収載
外用薬,1319747Q1023,塩酸ブナゾシン,０．０１％１ｍＬ,,,デタントール０．０１％点眼液,参天製薬,,306.50,,
外用薬,1319748Q1036,ブリンゾラミド,１％１ｍＬ,,,エイゾプト懸濁性点眼液１％,日本アルコン,,438.60,,
外用薬,1319749Q1030,ガチフロキサシン水和物,０．３％１ｍＬ,,,ガチフロ点眼液０．３％,千寿製薬,,125.60,,
外用薬,1319750Q1025,シクロスポリン,０．１％０．４ｍＬ１個,,,パピロックミニ点眼液０．１％,参天製薬,,203.10,,
外用薬,1319751Q1020,トシル酸トスフロキサシン,０．３％１ｍＬ,,,オゼックス点眼液０．３％,富山化学工業,,149.40,,
外用薬,1319751Q1038,トシル酸トスフロキサシン,０．３％１ｍＬ,,,トスフロ点眼液０．３％,日東メディック,,149.40,,
外用薬,1319752Q1024,塩酸オロパタジン,０．１％１ｍＬ,,,パタノール点眼液０．１％,日本アルコン,,195.00,,
外用薬,1319753Q1029,塩酸モキシフロキサシン,０．５％１ｍＬ,,,ベガモックス点眼液０．５％,日本アルコン,,126.90,,
外用薬,1319754Q1023,トラボプロスト,０．００４％１ｍＬ,,,トラバタンズ点眼液０．００４％,日本アルコン,,981.80,,
外用薬,1319755Q1028,タクロリムス水和物,０．１％５ｍＬ１瓶,,,タリムス点眼液０．１％,千寿製薬,,"9,383.20",,
外用薬,1319756Q1022,タフルプロスト,０．００１５％１ｍＬ,,,タプロス点眼液０．００１５％,参天製薬,,957.80,,
外用薬,1319757Q1027,ビマトプロスト,０．０３％１ｍＬ,,,ルミガン点眼液０．０３％,千寿製薬,,935.10,,
外用薬,1319758Q1021,ジクアホソルナトリウム,３％５ｍＬ１瓶,,,ジクアス点眼液３％,参天製薬,,623.40,,H22.12.10収載
外用薬,1319759Q1026,ネパフェナク,０．１％１ｍＬ,,,ネバナック懸濁性点眼液０．１％,日本アルコン,,186.20,,H22.12.10収載
外用薬,1319760Q1029,レバミピド,２％０．３５ｍＬ１本,,,ムコスタ点眼液ＵＤ２％,大塚製薬,,27.10,,H23.11.25収載
外用薬,1319800M1023,ラクトビオン酸エリスロマイシン・コリスチンメタンスルホン酸ナトリウム,１ｇ,,,エコリシン眼軟膏,参天製薬,,35.10,,
外用薬,1319800M1040,ラクトビオン酸エリスロマイシン・コリスチンメタンスルホン酸ナトリウム,１ｇ,,,エリコリ眼軟膏Ｔ,日東メディック,後発品,33.00,,
外用薬,1319801Q1020,ラクトビオン酸エリスロマイシン・コリスチンメタンスルホン酸ナトリウム,１ｍＬ,,,エコリシン点眼液,参天製薬,,25.70,,
外用薬,1319801Q1062,ラクトビオン酸エリスロマイシン・コリスチンメタンスルホン酸ナトリウム,１ｍＬ,,,点眼用エリコリＴ,日東メディック,後発品,13.70,,
外用薬,1319802Q2020,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,,,オフサロン点眼液,わかもと製薬,後発品,84.80,,
外用薬,1319802Q2039,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,,,コリナコール点眼液,日本点眼薬研究所,後発品,84.80,,
外用薬,1319802Q2047,クロラムフェニコール・コリスチンメタンスルホン酸ナトリウム,５ｍＬ１瓶,,,コリマイＣ点眼液,科研製薬,後発品,108.10,H23.3.31まで,
外用薬,1319803Q1037,コンドロイチン硫酸エステルナトリウム・ナファゾリン塩酸塩,１ｍＬ,,,コンドロンナファ点眼液１％,科研製薬,,8.80,H24.3.31まで,
外用薬,1319804Q1031,コンドロイチン硫酸エステルナトリウム・ナファゾリン塩酸塩,１ｍＬ,,,コンドロンナファ点眼液３％,科研製薬,,10.90,H24.3.31まで,
外用薬,1319807M1025,硫酸フラジオマイシン・メチルプレドニゾロン,１ｇ,,,ネオメドロールＥＥ軟膏,ファイザー,,55.80,,
外用薬,1319808Q2036,ホウ酸・無機塩類配合剤,５ｍＬ１瓶,,,人工涙液マイティア点眼液,千寿製薬,,84.80,,
外用薬,1319809X2043,ネオスチグミン・無機塩類配合剤,５ｍＬ１瓶,,,ミオピン点眼液,参天製薬,,86.50,,
外用薬,1319809X2051,ネオスチグミン・無機塩類配合剤,５ｍＬ１瓶,,,マイピリン点眼液,日本点眼薬研究所,後発品,84.80,,
外用薬,1319810Q1029,トロピカミド・塩酸フェニレフリン,１ｍＬ,,,オフミック点眼液,わかもと製薬,後発品,24.30,,
外用薬,1319810Q1053,トロピカミド・塩酸フェニレフリン,１ｍＬ,,,ミドリンＰ点眼液,参天製薬,,30.00,,
外用薬,1319810Q1061,トロピカミド・塩酸フェニレフリン,１ｍＬ,,,サンドールＰ点眼液,日本点眼薬研究所,後発品,27.90,,
外用薬,1319811Q2020,フラビンアデニンジヌクレオチドナトリウム・コンドロイチン硫酸エステルナトリウム,５ｍＬ１瓶,,,ムコファジン点眼液,わかもと製薬,,84.80,,
外用薬,1319811Q2038,フラビンアデニンジヌクレオチドナトリウム・コンドロイチン硫酸エステルナトリウム,５ｍＬ１瓶,,,ムコティア点眼液,日本点眼薬研究所,後発品,84.80,,
外用薬,1319812M1026,硫酸フラジオマイシン・ベタメタゾンリン酸エステルナトリウム,１ｇ,,,眼・耳科用リンデロンＡ軟膏,塩野義製薬,,73.00,,
外用薬,1319813Q1049,硫酸フラジオマイシン・ベタメタゾンリン酸エステルナトリウム,１ｍＬ,,,点眼・点鼻用リンデロンＡ液,塩野義製薬,,85.20,,
外用薬,1319813Q1057,硫酸フラジオマイシン・ベタメタゾンリン酸エステルナトリウム,１ｍＬ,,,ベルベゾロンＦ点眼・点鼻液,日本点眼薬研究所,後発品,39.60,,
外用薬,1319814Q1035,ブドウ糖・無機塩類配合剤,２０ｍＬ１管,,,オペガードＭＡ眼灌流液,千寿製薬,,646.80,,
外用薬,1319814Q4026,ブドウ糖・無機塩類配合剤,３００ｍＬ１袋,,,オペガードＭＡ眼灌流液,千寿製薬,,"2,157.30",,
外用薬,1319814Q5022,ブドウ糖・無機塩類配合剤,５００ｍＬ１袋,,,オペガードＭＡ眼灌流液,千寿製薬,,"2,198.50",,
外用薬,1319816Q1034,ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,０．５ｍＬ１筒,,,ビスコート０．５眼粘弾剤,日本アルコン,後発品,"6,574.20",,
外用薬,1319817Q1020,ラタノプロスト・チモロールマレイン酸塩,１ｍＬ,,,ザラカム配合点眼液,ファイザー,,"1,306.00",,H22.4.16収載
外用薬,1319818Q1025,ヒアルロン酸ナトリウム・コンドロイチン硫酸エステルナトリウム,１ｍＬ１筒,,,ディスコビスク１．０眼粘弾剤,日本アルコン,,"10,932.30",,H22.4.23収載
外用薬,1319819Q1020,ドルゾラミド塩酸塩・チモロールマレイン酸塩,１ｍＬ,,,コソプト配合点眼液,ＭＳＤ,,668.00,,H22.6.11収載
外用薬,1319820Q1022,トラボプロスト・チモロールマレイン酸塩,１ｍＬ,,,デュオトラバ配合点眼液,日本アルコン,,"1,360.00",,H22.6.11収載
外用薬,1324700Q1035,塩酸オキシメタゾリン,０．０５％１ｍＬ,,,ナシビン点鼻・点眼液０．０５％,佐藤製薬,,4.40,,
外用薬,1324701R1027,塩酸テトラヒドロゾリン,０．１％１ｍＬ,,,ＡＢＣスプレー,原沢製薬工業,,3.40,H22.6.30まで,
外用薬,1324701R1035,塩酸テトラヒドロゾリン,０．１％１ｍＬ,,,テトラヒドロゾリン鼻用スプレー０．１％「ミナト」,原沢製薬工業,,3.40,,
外用薬,1324702Q1034,塩酸トラマゾリン,０．１１８％１ｍＬ,,,トーク点鼻液０．１１８％,アルフレッサファーマ,,7.40,H23.3.31まで,
外用薬,1324702Q1042,塩酸トラマゾリン,０．１１８％１ｍＬ,,,トラマゾリン点鼻液０．１１８％「ＡＦＰ」,アルフレッサファーマ,,7.40,,H22.11.19収載
外用薬,1324703Q1039,硝酸テトラヒドロゾリン,０．１％１ｍＬ,,,ナーベル点鼻・点眼液０．１％,日東メディック,,4.90,,
外用薬,1324704Q1033,硝酸ナファゾリン,０．０５％１ｍＬ,,,プリビナ液０．０５％,ノバルティス　ファーマ,,4.70,,
外用薬,1325701Q1029,クロラムフェニコール,５ｍｇ１ｍＬ,,,クロロマイセチン耳科用,第一三共,,22.80,H22.6.30まで,
外用薬,1325701Q1037,クロラムフェニコール,５ｍｇ１ｍＬ,,,クロロマイセチン耳科用液０．５％,第一三共,,22.80,,
外用薬,1325702Q1040,塩酸セフメノキシム,１０ｍｇ１ｍＬ（溶解後の液として）,,,ベストロン耳鼻科用１％,千寿製薬,,97.70,,
外用薬,1325703Q1036,ホスホマイシンナトリウム,３０ｍｇ１ｍＬ（溶解後の液として）,,,ホスミシンＳ耳科用３％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,97.80,,
外用薬,1329700Q1058,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,ドルーミン点鼻液,鶴原製薬,後発品,302.20,H23.3.31まで,
外用薬,1329700Q1139,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,メインター点鼻液２％,マイラン製薬,後発品,433.50,,
外用薬,1329700Q1147,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,ミタヤク点鼻液２％,キョーリンリメディオ,後発品,338.50,,
外用薬,1329700Q1155,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,クモロール点鼻液２％,日本点眼薬研究所,後発品,338.50,,
外用薬,1329700Q1163,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,ノスラン点鼻液２％,科研製薬,後発品,600.70,,
外用薬,1329700Q1180,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,シオミスト点鼻液２％,シオノケミカル,後発品,338.50,,
外用薬,1329700Q1198,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,トーワタール点鼻液２％,東和薬品,後発品,349.70,,
外用薬,1329700Q1201,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,ルゲオン点鼻液２％,協和新薬,後発品,349.70,,
外用薬,1329700Q1210,クロモグリク酸ナトリウム,１９０ｍｇ９．５ｍＬ１瓶,,,インタール点鼻液２％,サノフィ・アベンティス,,920.20,,
外用薬,1329702A1032,プロピオン酸ベクロメタゾン,５０μｇ１カプセル,,,リノコートカプセル外用５０μｇ,帝人ファーマ,,42.30,H22.6.30まで,
外用薬,1329702A1040,プロピオン酸ベクロメタゾン,５０μｇ１カプセル,,,リノコートカプセル鼻用５０μｇ,帝人ファーマ,,42.30,,
外用薬,1329702R3039,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,ナナドラネーザル,ハイゾン製薬,後発品,554.60,H22.6.30まで,
外用薬,1329702R3047,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,アルロイヤーネーザル,大正薬品工業,後発品,804.20,H22.6.30まで,
外用薬,1329702R3101,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,アルベゾン点鼻液０．１％,大洋薬品工業,後発品,374.10,,
外用薬,1329702R3110,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,ナイスピー点鼻液５０μｇ,東興薬品工業,後発品,637.50,,
外用薬,1329702R3128,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,ベクローゼ点鼻液０．１％,日本点眼薬研究所,後発品,335.30,,
外用薬,1329702R3136,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,エスペタット点鼻液０．１％,陽進堂,後発品,398.30,H23.3.31まで,
外用薬,1329702R3144,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,アルデシンＡＱネーザル５０μｇ,ＭＳＤ,後発品,849.10,,
外用薬,1329702R3152,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,タウナスアクアスプレー点鼻５０μｇ,共和薬品工業,後発品,441.20,,
外用薬,1329702R3160,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,ペンブリンＡＱネーザル５０μｇ,メディサ新薬,後発品,441.20,,
外用薬,1329702R3179,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,アルロイヤー点鼻液５０μｇ,大正薬品工業,後発品,804.20,,
外用薬,1329702R3187,プロピオン酸ベクロメタゾン,８．５ｍｇ８．５ｇ１瓶,,,ナナドラＡＱネーザル５０μｇ,日本化薬,後発品,554.60,,
外用薬,1329702R5031,プロピオン酸ベクロメタゾン,９．３７５ｍｇ７．５ｇ１瓶,,,マイリー点鼻液０．１２５％,マイラン製薬,後発品,507.10,,
外用薬,1329702R7026,プロピオン酸ベクロメタゾン,１．５０ｍｇ０．９０８７ｇ１瓶,,,リノコートパウダースプレー鼻用,帝人ファーマ,,"1,277.30",H22.6.30まで,
外用薬,1329702R7034,プロピオン酸ベクロメタゾン,１．５０ｍｇ０．９０８７ｇ１瓶,,,ベクロメタゾン鼻用パウダー２５μｇ「トーワ」,東和薬品,後発品,883.00,,
外用薬,1329702R7042,プロピオン酸ベクロメタゾン,１．５０ｍｇ０．９０８７ｇ１瓶,,,リノコートパウダースプレー鼻用２５μｇ,帝人ファーマ,,"1,277.30",,
外用薬,1329704Q1030,アンレキサノクス,０．２５％８ｍＬ１瓶,,,ソルファ点鼻液０．２５％,武田薬品工業,,886.40,,
