区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
内用薬,2171014N1037,ニフェジピン,１０ｍｇ１カプセル,,,エマベリンＬカプセル１０ｍｇ,高田製薬,後発品,20.30,,
内用薬,2171014N2025,ニフェジピン,２０ｍｇ１カプセル,,,セパミット－Ｒカプセル２０,ＭＳＤ,,23.60,,
内用薬,2171014N3021,ニフェジピン,１５ｍｇ１カプセル,,,エマベリンＬカプセル１５ｍｇ,高田製薬,後発品,30.50,,
内用薬,2171014N4028,ニフェジピン,５ｍｇ１カプセル,,,エマベリンＬカプセル５ｍｇ,高田製薬,後発品,14.00,,
内用薬,2171016F1015,硝酸イソソルビド,５ｍｇ１錠,局,,硝酸イソソルビド錠,,,9.60,,
内用薬,2171016F2011,硝酸イソソルビド,１０ｍｇ１錠,局,,硝酸イソソルビド錠,,,9.60,H23.3.31まで,
内用薬,2171017F1028,ニコランジル,２．５ｍｇ１錠,,,シグマート錠２．５ｍｇ,中外製薬,,16.60,,
内用薬,2171017F1036,ニコランジル,２．５ｍｇ１錠,,,シグランコート錠２．５ｍｇ,長生堂製薬,後発品,5.60,H23.3.31まで,
内用薬,2171017F2024,ニコランジル,５ｍｇ１錠,,,シグマート錠５ｍｇ,中外製薬,,26.30,,
内用薬,2171017F2059,ニコランジル,５ｍｇ１錠,,,シグランコート錠５ｍｇ,長生堂製薬,後発品,5.70,H23.3.31まで,
内用薬,2171017F2075,ニコランジル,５ｍｇ１錠,,,シルビノール錠５ｍｇ,日新製薬（山形）,後発品,5.60,,
内用薬,2171017F2091,ニコランジル,５ｍｇ１錠,,,ニコランジス錠５ｍｇ,日医工,後発品,5.70,,
内用薬,2171017F2105,ニコランジル,５ｍｇ１錠,,,ニコランタ錠５,メディサ新薬,後発品,6.40,,
内用薬,2171017F2113,ニコランジル,５ｍｇ１錠,,,ニトルビン錠５,大洋薬品工業,後発品,5.60,H24.3.31まで,
内用薬,2171017F2148,ニコランジル,５ｍｇ１錠,,,ニコランマート錠５ｍｇ,東和薬品,後発品,8.50,,
内用薬,2171018K1039,ニトログリセリン,０．３ｍｇ１錠,,,ニトロペン舌下錠０．３ｍｇ,日本化薬,後発品,15.10,,
内用薬,2171019F1027,ニソルジピン,５ｍｇ１錠,,,バイミカード錠５ｍｇ,バイエル薬品,,42.40,,
内用薬,2171019F1035,ニソルジピン,５ｍｇ１錠,,,リオハード錠５ｍｇ,大洋薬品工業,後発品,15.10,,
内用薬,2171019F1043,ニソルジピン,５ｍｇ１錠,,,ニノバルシン錠５ｍｇ,長生堂製薬,後発品,11.30,,
内用薬,2171019F1060,ニソルジピン,５ｍｇ１錠,,,ニソミナード錠５ｍｇ,陽進堂,後発品,18.50,,
内用薬,2171019F1086,ニソルジピン,５ｍｇ１錠,,,ニソルジピン錠５ｍｇ「ニッシン」,日新製薬（山形）,後発品,11.30,,
内用薬,2171019F1094,ニソルジピン,５ｍｇ１錠,,,ニソルジピン錠５ｍｇ「トーワ」,東和薬品,後発品,18.50,,
内用薬,2171019F2023,ニソルジピン,１０ｍｇ１錠,,,バイミカード錠１０ｍｇ,バイエル薬品,,83.70,,
内用薬,2171019F2031,ニソルジピン,１０ｍｇ１錠,,,リオハード錠１０ｍｇ,大洋薬品工業,後発品,25.70,,
内用薬,2171019F2040,ニソルジピン,１０ｍｇ１錠,,,ニノバルシン錠１０ｍｇ,長生堂製薬,後発品,19.80,,
内用薬,2171019F2058,ニソルジピン,１０ｍｇ１錠,,,ニソルジピン錠１０ｍｇ「ニッシン」,日新製薬（山形）,後発品,23.00,,
内用薬,2171019F2066,ニソルジピン,１０ｍｇ１錠,,,ニソミナード錠１０ｍｇ,陽進堂,後発品,31.50 ,,H23.11.28収載
内用薬,2171019F2074,ニソルジピン,１０ｍｇ１錠,,,ニソルジピン錠１０ｍｇ「トーワ」,東和薬品,後発品,31.50 ,,H23.11.28収載
内用薬,2171020F1011,ニトレンジピン,５ｍｇ１錠,局,,ニトレンジピン錠,,後発品,6.30,,
内用薬,2171020F1020,ニトレンジピン,５ｍｇ１錠,局,,バイロテンシン錠５ｍｇ,田辺三菱製薬,,38.10,,
内用薬,2171020F1038,ニトレンジピン,５ｍｇ１錠,局,,ニトレナール錠５ｍｇ,日医工,後発品,9.90,,
内用薬,2171020F1089,ニトレンジピン,５ｍｇ１錠,局,,エレナール錠５ｍｇ,三和化学研究所,後発品,8.70,,
内用薬,2171020F1208,ニトレンジピン,５ｍｇ１錠,局,,ヒシロミン錠５,ニプロファーマ,後発品,8.60,,
内用薬,2171020F2018,ニトレンジピン,１０ｍｇ１錠,局,,ニトレンジピン錠,,後発品,9.60,,
内用薬,2171020F2026,ニトレンジピン,１０ｍｇ１錠,局,,バイロテンシン錠１０ｍｇ,田辺三菱製薬,,68.90,,
内用薬,2171020F2034,ニトレンジピン,１０ｍｇ１錠,局,,ニトレナール錠１０ｍｇ,日医工,後発品,16.00,,
内用薬,2171021C1028,ベニジピン塩酸塩,０．４％１ｇ,,,塩酸ベニジピン細粒０．４％「ＭＥＥＫ」,小林化工,後発品,64.40,,
内用薬,2171021F1024,ベニジピン塩酸塩,２ｍｇ１錠,局,,コニール錠２,協和発酵キリン,,34.20,,
内用薬,2171021F1032,ベニジピン塩酸塩,２ｍｇ１錠,局,,塩酸ベニジピン錠２「ＭＥＥＫ」,小林化工,後発品,18.00,,
内用薬,2171021F1040,ベニジピン塩酸塩,２ｍｇ１錠,局,,塩酸ベニジピン錠２　ＮＴ,ニプロジェネファ,後発品,16.80,,
内用薬,2171021F1067,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ＮＰＩ」,日本薬品工業,後発品,22.30,,
内用薬,2171021F1075,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ＯＭＥ」,大原薬品工業,後発品,17.70,,
内用薬,2171021F1083,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２「ＴＣＫ」,辰巳化学,後発品,13.40,,
内用薬,2171021F1091,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ＴＹＫ」,大正薬品工業,後発品,19.40,,
内用薬,2171021F1105,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ＹＤ」,陽進堂,後発品,20.50,,
内用薬,2171021F1113,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「サワイ」,メディサ新薬,後発品,20.50,,
内用薬,2171021F1121,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「タイヨー」,大洋薬品工業,後発品,14.70,,
内用薬,2171021F1130,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「日医工」,日医工,後発品,20.50,,
内用薬,2171021F1148,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニトーワ錠２ｍｇ,東和薬品,後発品,22.30,,
内用薬,2171021F1156,ベニジピン塩酸塩,２ｍｇ１錠,局,,コニプロス錠２ｍｇ,日新製薬（山形）,後発品,23.80,,
内用薬,2171021F1164,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ＭＥＤ」,沢井製薬,後発品,26.60,,
内用薬,2171021F1172,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「タナベ」,田辺三菱製薬,後発品,25.10,,
内用薬,2171021F1180,ベニジピン塩酸塩,２ｍｇ１錠,局,,塩酸ベニジピン錠２ｍｇ「マイラン」,マイラン製薬,後発品,18.00,,
内用薬,2171021F1199,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ＣＨ」,長生堂製薬,後発品,16.10,,
内用薬,2171021F1202,ベニジピン塩酸塩,２ｍｇ１錠,局,,塩酸ベニジピン錠２ｍｇ「ＫＲＭ」,キョーリンリメディオ,後発品,18.90,,H22.5.28収載
内用薬,2171021F1210,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「アメル」,共和薬品工業,後発品,13.40,,H23.6.24収載
内用薬,2171021F1229,ベニジピン塩酸塩,２ｍｇ１錠,局,,ベニジピン塩酸塩錠２ｍｇ「ツルハラ」,鶴原製薬,後発品,15.40 ,,H23.11.28収載
内用薬,2171021F2020,ベニジピン塩酸塩,４ｍｇ１錠,局,,コニール錠４,協和発酵キリン,,60.10,,
内用薬,2171021F2047,ベニジピン塩酸塩,４ｍｇ１錠,局,,塩酸ベニジピン錠４「ＭＥＥＫ」,小林化工,後発品,31.30,,
内用薬,2171021F2055,ベニジピン塩酸塩,４ｍｇ１錠,局,,塩酸ベニジピン錠４　ＮＴ,ニプロジェネファ,後発品,27.60,,
内用薬,2171021F2063,ベニジピン塩酸塩,４ｍｇ１錠,局,,塩酸ベニジピン錠４ｍｇ「ＰＨ」,キョーリンリメディオ,後発品,27.60,,
内用薬,2171021F2071,ベニジピン塩酸塩,４ｍｇ１錠,局,,塩酸ベニジピン錠４ｍｇ「ツルハラ」,鶴原製薬,後発品,26.60,H22.6.30まで,
内用薬,2171021F2098,ベニジピン塩酸塩,４ｍｇ１錠,局,,コニプロス錠４ｍｇ,日新製薬（山形）,後発品,35.20,,
内用薬,2171021F2101,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ＮＰＩ」,日本薬品工業,後発品,39.40,,
内用薬,2171021F2110,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ＯＭＥ」,大原薬品工業,後発品,32.70,,
内用薬,2171021F2128,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４「ＴＣＫ」,辰巳化学,後発品,22.10,,
内用薬,2171021F2136,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ＴＹＫ」,大正薬品工業,後発品,29.40,,
内用薬,2171021F2144,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ＹＤ」,陽進堂,後発品,33.80,,
内用薬,2171021F2152,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「サワイ」,メディサ新薬,後発品,37.20,,
内用薬,2171021F2160,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「タイヨー」,大洋薬品工業,後発品,25.40,,
内用薬,2171021F2179,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「日医工」,日医工,後発品,36.20,,
内用薬,2171021F2187,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニトーワ錠４ｍｇ,東和薬品,後発品,41.40,,
内用薬,2171021F2195,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ＭＥＤ」,沢井製薬,後発品,47.10,,
内用薬,2171021F2209,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「タナベ」,田辺三菱製薬,後発品,40.60,,
内用薬,2171021F2217,ベニジピン塩酸塩,４ｍｇ１錠,局,,塩酸ベニジピン錠４ｍｇ「マイラン」,マイラン製薬,後発品,36.70,,
内用薬,2171021F2225,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ＣＨ」,長生堂製薬,後発品,23.00,,
内用薬,2171021F2233,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「ツルハラ」,鶴原製薬,後発品,26.60,,
内用薬,2171021F2241,ベニジピン塩酸塩,４ｍｇ１錠,局,,ベニジピン塩酸塩錠４ｍｇ「アメル」,共和薬品工業,後発品,22.10,,H23.6.24収載
内用薬,2171021F3027,ベニジピン塩酸塩,８ｍｇ１錠,局,,コニール錠８,協和発酵キリン,,124.00,,
内用薬,2171021F3035,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８「ＴＣＫ」,辰巳化学,後発品,41.00,,
内用薬,2171021F3043,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「サワイ」,メディサ新薬,後発品,68.30,,
内用薬,2171021F3051,ベニジピン塩酸塩,８ｍｇ１錠,局,,塩酸ベニジピン錠８　ＮＴ,ニプロジェネファ,後発品,40.40,,
内用薬,2171021F3060,ベニジピン塩酸塩,８ｍｇ１錠,局,,コニプロス錠８ｍｇ,日新製薬（山形）,後発品,79.40,,
内用薬,2171021F3078,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ＭＥＤ」,沢井製薬,後発品,81.80,,
内用薬,2171021F3086,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「タナベ」,田辺三菱製薬,後発品,81.80,,
内用薬,2171021F3094,ベニジピン塩酸塩,８ｍｇ１錠,局,,塩酸ベニジピン錠８ｍｇ「マイラン」,マイラン製薬,後発品,83.50,,
内用薬,2171021F3108,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ＣＨ」,長生堂製薬,後発品,42.30,,
内用薬,2171021F3116,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ＮＰＩ」,日本薬品工業,後発品,70.90,,
内用薬,2171021F3124,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ＯＭＥ」,大原薬品工業,後発品,60.80,,
内用薬,2171021F3132,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「日医工」,日医工,後発品,66.40,,
内用薬,2171021F3140,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニトーワ錠８ｍｇ,東和薬品,後発品,75.20,,
内用薬,2171021F3159,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ＹＤ」,陽進堂,後発品,65.70,,
内用薬,2171021F3167,ベニジピン塩酸塩,８ｍｇ１錠,局,,塩酸ベニジピン錠８「ＭＥＥＫ」,小林化工,後発品,54.60,,
内用薬,2171021F3175,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ＴＹＫ」,大正薬品工業,後発品,46.40,,
内用薬,2171021F3183,ベニジピン塩酸塩,８ｍｇ１錠,局,,塩酸ベニジピン錠８ｍｇ「ＫＲＭ」,キョーリンリメディオ,後発品,40.40,,H22.5.28収載
内用薬,2171021F3191,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「アメル」,共和薬品工業,後発品,40.40,,H23.6.24収載
内用薬,2171021F3205,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「タイヨー」,大洋薬品工業,後発品,43.90,,H23.6.24収載
内用薬,2171021F3213,ベニジピン塩酸塩,８ｍｇ１錠,局,,ベニジピン塩酸塩錠８ｍｇ「ツルハラ」,鶴原製薬,後発品,46.00 ,,H23.11.28収載
内用薬,2171022F1029,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,ノルバスク錠２．５ｍｇ,ファイザー,,35.30,,
内用薬,2171022F1045,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジン錠２．５ｍｇ,大日本住友製薬,,34.50,,
内用薬,2171022F1053,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＣＨ」,長生堂製薬,後発品,17.60,,H23.4.1局方品
内用薬,2171022F1061,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,23.40,,H23.4.1局方品
内用薬,2171022F1070,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピン錠２．５ｍｇ「ＥＰ」,エッセンシャルファーマ,後発品,27.20,H23.3.31まで,
内用薬,2171022F1088,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「Ｆ」,富士製薬工業,後発品,22.60,,H23.4.1局方品
内用薬,2171022F1096,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,23.00,,H23.4.1局方品
内用薬,2171022F1100,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＫＮ」,小林化工,後発品,25.80,,H23.4.1局方品
内用薬,2171022F1118,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＭＥＤ」,メディサ新薬,後発品,24.40,,H23.4.1局方品
内用薬,2171022F1126,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＮＰ」,ニプロファーマ,後発品,20.60,,H23.4.1局方品
内用薬,2171022F1134,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,25.80,,H23.4.1局方品
内用薬,2171022F1142,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＰＨ」,キョーリンリメディオ,後発品,21.90,,H23.4.1局方品
内用薬,2171022F1150,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,アムロジピン錠２．５ｍｇ「ＲＬＬ」,ランバクシー　ラボラトリーズ　リミテッド,後発品,16.60,H24.3.31まで,
内用薬,2171022F1169,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＴＣＫ」,辰巳化学,後発品,17.00,,H23.4.1局方品
内用薬,2171022F1177,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＴＹＫ」,バイオテックベイ,後発品,23.40,,
内用薬,2171022F1185,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＹＤ」,陽進堂,後発品,20.60,,
内用薬,2171022F1193,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「あすか」,大正薬品工業,後発品,23.00,,
内用薬,2171022F1207,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「アメル」,共和薬品工業,後発品,23.40,,H23.4.1局方品
内用薬,2171022F1215,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「イセイ」,イセイ,後発品,25.00,,
内用薬,2171022F1223,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「イワキ」,岩城製薬,後発品,18.40,,H23.4.1局方品
内用薬,2171022F1231,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「オーハラ」,大原薬品工業,後発品,23.00,,H23.4.1局方品
内用薬,2171022F1240,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「科研」,ダイト,後発品,19.90,,
内用薬,2171022F1258,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ガレン」,日医工ファーマ,後発品,17.60,,H23.4.1局方品
内用薬,2171022F1266,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ケミファ」,日本薬品工業,後発品,23.40,,H23.4.1局方品
内用薬,2171022F1274,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「コーワ」,救急薬品工業,後発品,24.40,,H23.4.1局方品
内用薬,2171022F1282,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「サワイ」,沢井製薬,後発品,24.40,,H23.4.1局方品
内用薬,2171022F1290,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「サンド」,サンド,後発品,20.60,,H23.4.1局方品
内用薬,2171022F1304,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「タイヨー」,大興製薬,後発品,22.60,,H23.4.1局方品
内用薬,2171022F1312,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「タカタ」,高田製薬,後発品,21.00,,H23.4.1局方品
内用薬,2171022F1320,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「タナベ」,田辺三菱製薬,後発品,25.00,,H23.4.1局方品
内用薬,2171022F1339,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ツルハラ」,鶴原製薬,後発品,23.00,,
内用薬,2171022F1347,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「トーワ」,東和薬品,後発品,25.80,,H23.4.1局方品
内用薬,2171022F1355,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「日医工」,日医工,後発品,23.90,,H23.4.1局方品
内用薬,2171022F1363,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「フソー」,シオノケミカル,後発品,19.90,,H23.4.1局方品
内用薬,2171022F1371,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「マイラン」,マイラン製薬,後発品,20.60,,H23.4.1局方品
内用薬,2171022F1380,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,23.00,,H23.4.1局方品
内用薬,2171022F1398,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＢＭＤ」,ビオメディクス,後発品,20.60,,H23.4.1局方品
内用薬,2171022F1401,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,27.20,,H22.9.17収載H23.4.1局方品
内用薬,2171022F1410,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,アムロジピン錠２．５ｍｇ「ＺＪ」,ザイダスファーマ,後発品,16.60,,H22.11.19収載
内用薬,2171022F2025,アムロジピンベシル酸塩,５ｍｇ１錠,局,,ノルバスク錠５ｍｇ,ファイザー,,64.90,,
内用薬,2171022F2041,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジン錠５ｍｇ,大日本住友製薬,,64.00,,
内用薬,2171022F2050,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＣＨ」,長生堂製薬,後発品,33.50,,H23.4.1局方品
内用薬,2171022F2068,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＥＭＥＣ」,エルメッド　エーザイ,後発品,43.20,,H23.4.1局方品
内用薬,2171022F2076,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピン錠５ｍｇ「ＥＰ」,エッセンシャルファーマ,後発品,50.80,H23.3.31まで,
内用薬,2171022F2084,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「Ｆ」,富士製薬工業,後発品,44.20,,H23.4.1局方品
内用薬,2171022F2092,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,44.20,,H23.4.1局方品
内用薬,2171022F2106,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＫＮ」,小林化工,後発品,48.90,,H23.4.1局方品
内用薬,2171022F2114,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＭＥＤ」,メディサ新薬,後発品,45.20,,H23.4.1局方品
内用薬,2171022F2122,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＮＰ」,ニプロファーマ,後発品,37.70,,H23.4.1局方品
内用薬,2171022F2130,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,47.70,,H23.4.1局方品
内用薬,2171022F2149,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＰＨ」,キョーリンリメディオ,後発品,40.90,,H23.4.1局方品
内用薬,2171022F2157,アムロジピンベシル酸塩,５ｍｇ１錠,,,アムロジピン錠５ｍｇ「ＲＬＬ」,ランバクシー　ラボラトリーズ　リミテッド,後発品,32.20,H24.3.31まで,
内用薬,2171022F2165,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,29.90,,H23.4.1局方品
内用薬,2171022F2173,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＴＹＫ」,バイオテックベイ,後発品,44.20,,
内用薬,2171022F2181,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ＹＤ」,陽進堂,後発品,37.70,,
内用薬,2171022F2190,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「あすか」,大正薬品工業,後発品,43.20,,
内用薬,2171022F2203,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「アメル」,共和薬品工業,後発品,41.80,,H23.4.1局方品
内用薬,2171022F2211,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「イセイ」,イセイ,後発品,46.90,,
内用薬,2171022F2220,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「イワキ」,岩城製薬,後発品,34.50,,H23.4.1局方品
内用薬,2171022F2238,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「オーハラ」,大原薬品工業,後発品,44.20,,H23.4.1局方品
内用薬,2171022F2246,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「科研」,ダイト,後発品,37.70,,
内用薬,2171022F2254,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ガレン」,日医工ファーマ,後発品,32.20,,H23.4.1局方品
内用薬,2171022F2262,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「ケミファ」,日本薬品工業,後発品,43.20,,H23.4.1局方品
内用薬,2171022F2270,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「コーワ」,救急薬品工業,後発品,45.20,,H23.4.1局方品
内用薬,2171022F2289,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「サワイ」,沢井製薬,後発品,45.20,,H23.4.1局方品
内用薬,2171022F2297,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「サンド」,サンド,後発品,38.90,,H23.4.1局方品
内用薬,2171022F2300,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「タイヨー」,大興製薬,後発品,41.80,,H23.4.1局方品
内用薬,2171022F2319,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「タカタ」,高田製薬,後発品,41.80,,H23.4.1局方品
内用薬,2171022F2327,アムロジピンベシル酸塩,５ｍｇ１錠,局,,アムロジピン錠５ｍｇ「タナベ」,田辺三菱製薬,後発品,45.20,,H23.4.1局方品
